,id,title,name,abstract,year,title_use,abstract_mentions_count,doi,url
151,152,Factors Associated With Remaining In A Skilled Nursing Facility For Over 90 Days From Admission: Residents' Participation In Therapy And Desire To Return To The Community.,"yoo,ji.won","Abstract: Background: To identify the factors associated with stay in a skilled nursing facility (SNF) among new enrollees who did not fully participate in therapy sessions. Methods: Data (n = 36,133) were obtained from the Minimum Data Set version 2.0 in the state of Michigan in 2009. Study participants were new SNF enrollees (n = 699) who did not fully participate in therapy sessions despite their desire to return to the community. Multivariate logistic regressions were performed to identify factors contributing to remaining in a nursing home for 91 days or longer. Results: New SNF enrollees were more likely to remain in nursing home when they were depressed (odds ratio [OR] = 1.41; 95% confidence interval [CI], 1.09–2.08; P = .01), experiencing delirium (OR = 3.20; 95% CI, 1.48–5.92; P < .001), were not in pain (OR = 0.83; 95% CI, 0.60–0.95; P = .03), or in less complex care (OR = 0.57; 95% CI, 0.44–0.81; P < .01). Conclusions: A higher number of new SNF enrollees than previously reported were likely to stay in nursing homes (28.0%). Depression and delirium were associated with stay in an SNF, while pain and higher complexity of care were associated with returning to the community.",2013,0,2,10.1016/j.jamda.2013.05.022,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=104219381&site=ehost-live
150,151,Professional Caregivers' Work With The Dying In Nursing Homes - A Foucault-Inspired Analysis Of Discourses In The Last Decade In A Danish Context.,"nielsen,karen.t","International studies on the death of elderly nursing home residents show the complexity in the understanding of the professionals who care for the dying. The aim of this study is to explore the discourses about professional caregivers caring for those dying in Denmark in the last decade. A discourse analysis inspired by Foucault was constructed. The material consists of different source documents: research articles, newspaper articles, theses, books, websites - 35 sources in total. There are constructed six positions of speech, five discourses and three themes: (1) 'the work of the professional caregivers - a complex low-status work'; (2) 'the education of the professionals - the way to ensure a good death or possessing the right qualifications' and (3) 'the vulnerable professionals'. The study concludes that an economical/political discourse is dominating and sets up the frames within which the professionals care for dying residents, although the medical, the social/critical and the religious discourses attempt to speak against it. All positions articulate that the professional caregivers' job has a low status and that it is not possible to provide an optimal care due to lack of time, resources and education. Psychical or mental demands make the professionals vulnerable. The meaning of optimal care varies according to the positions of speech.",2013,0,2,10.1111/scs.12021,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=104147763&site=ehost-live
149,150,2013: That Was The Year That Was.,"woo,jean","In caring for older people, geriatricians have always adopted a multi-domain approach, and this article reflects on the diverse aspects covered by journals in general medicine, geriatric medicine and gerontology in 2013. Topics were selected that represented developing or controversial areas that are important to care of increasingly frail older people. These include the increasing use of single physical performance measures in assessment, optimal body mass index, assessment of frailty and sarcopenia, dementia, diabetes treatment goals, end-of-life care, management of complexity and design of health and social services to meet complexity. The increasingly important role of patient and carer engagement in management of disease and syndromes is highlighted. In particular, two eloquent articles from prominent physicians who have been experiencing the ageing process and demands of being a dementia carer provide a timely reminder of what the reality is in grappling with the inexorable decline that occurs with ageing, and caregiving as the central core to what medicine is all about. Looking towards the future, the potential of robotic technology, modifying the physical and social living environment in improving quality of care and quality of life is described.",2014,0,2,10.1093/ageing/aft215,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=94516163&site=ehost-live
110,111,Joining-The-Dots: Caring For Patients In Advanced Age.,"miskelly,philippa","Purpose: Managing patients in advanced age is complex, especially when it comes to multi-morbidities and polypharmacy. The purpose of this qualitative study is to investigate challenges, opportunities and potential solutions from a primary healthcare provider perspective. Design/methodology/approach: Fifty-seven participants joined in group discussions on challenges and opportunities of working with advanced age. Participants included general practitioners (GPs), practice nurses, students and administration staff working in ten general practices. A thematic analysis was developed, supported by NVivo software. Findings: Poor lines of communication and fragmentation of services between differing levels of health care services available for older people were highlighted. This has implications for quality of care and equity of services. Participants also reported challenges in treatment and funding regimes. Research limitations/implications: The small sample size and regional nature of the study, along with the semi-structured nature of the group discussions and rigorous thematic analysis, indicate that this qualitative data is transferable, dependable, confirmable and credible. Comparing the views of tertiary and community services would be useful. Practical implications: A range of potential strategies and solutions to the current fragmented services was offered by GPs. For example, adequately funded and staffed community-based health hubs; IT platforms enabling timely flow of patient information between primary and tertiary health providers and creation of medical, nursing and allied health roles aimed at improving synergy between GP and tertiary services. Originality/value: Obtaining the perspectives of general practice highlights the challenges and complexities of caring for those in advanced age brings. These insights have not been previously been explored in-depth within this setting in New Zealand.",2020,0,2,10.1108/QAOA-08-2019-0042,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=142762674&site=ehost-live
147,148,Managing Medications: The Role Of Informal Caregivers Of Older Adults And People Living With Dementia. A Review Of The Literature.,"gillespie,robyn","Aims and objectives To explore published literature that describes what is known about the role of informal caregivers as they manage medications for older adults and/or people living with dementia residing in the community. Background The number of informal caregivers of older adults, including people living with dementia, is growing worldwide. Good medication management by informal caregivers contributes to improved health outcomes and reduced institutionalisations for the care recipient; however, little is known about this domain of care. Design Narrative review. Methods A literature search was conducted to identify relevant research articles written in English between January 2000-April 2013, sourced from online database searches using multiple keywords, reviewing reference lists and citations of key articles and Internet searches. Articles were included if they described informal caregiver medication management for older adults and/or people living with dementia. Results Ten articles were found that described this role from the perspective of the informal caregiver. The evidence suggests that this role is complex and is often made more difficult because of increasing medication regimen complexities, aspects of the relationship between the caregiver and the care recipient, healthcare system practices and a lack of information and/or training available to the informal caregiver, especially when caring for people living with dementia. Conclusion Responsibility for managing medications for older adults and/or people living with dementia in the community often falls to informal caregivers. More information resources are required for this role, which requires specific medication management skills and knowledge and is further complicated by the cognitive decline of the care recipient. Relevance to clinical practice Informal caregivers are often expected to manage medications in a safe and effective manner for their older care recipient, who may also have cognitive impairment. Nurses, who may be in frequent contact with community-living older adults/people living with dementia, can be an important source of information, training and support for informal caregivers.",2014,0,2,10.1111/jocn.12519,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=99471435&site=ehost-live
112,113,Making Health Care Responsive To The Needs Of Older People.,"bridges,jackie","This commentary highlights the importance of health system responsiveness to older people living with complex health needs. Age-related changes and associated morbidity can present barriers to identifying an individual's health needs, expectations, values and preferences, and so sufficient time, skill and resource is required to inform the development of a tailored plan for each individual. A focus on responsiveness moves thinking beyond the responsibilities of the individual clinician in the single encounter, and allows us to identify elements of the wider system that may constrain how well the clinician is able to respond. Setting the goal of responsive health care requires us to assess the suitability of wider health system features and processes for meeting the diverse needs of individual people throughout their journey, and the extent to which the system can adapt dynamically as needs change. Standardised approaches to care prescribed across organisations (such as time-based targets or routinised approaches to inpatient nursing care) are likely to result in low responsiveness as individual complexity grows, disadvantaging patients with needs that do not fit the prescribed approach. Responsiveness is high when individual practitioners and clinical teams have the resources, decentralised authority, flexibility and autonomy to provide the care required. Building a more responsive health system requires a greater understanding of how these conditions can be achieved.",2019,0,2,10.1093/ageing/afz085,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=140357968&site=ehost-live
126,127,"Are Edentulousness, Oral Health Problems And Poor Health-Related Quality Of Life Associated With Malnutrition In Community-Dwelling Elderly (Aged 75 Years And Over)? A Cross-Sectional Study.","bakker,mieke.h","As the population ages, the risk of becoming malnourished increases. Research has shown that poor oral health can be a risk factor for malnutrition in institutionalized elderly. However, it remains unclear whether oral health problems, edentulousness and health-related quality of life also pose a risk for malnutrition in community-dwelling older adults. In this cross-sectional observational study, 1325 community-living elderly (≥75 years) were asked to complete questionnaires regarding nutritional status, oral status (edentulous, remaining teeth, or implant-supported overdentures), oral health problems, health-related quality of life (HRQoL), frailty, activities of daily living (ADL) and complexity of care needs. Univariate and multivariate logistic regression analyses were performed with nutritional status as dependent variable. Of the respondents, 51% (n = 521) were edentulous, 38.8% (n = 397) had remaining teeth and 10.2% (n = 104) had an implant-supported overdenture. Elderly with complex care needs were malnourished most frequently, followed by frail and robust elderly (10%, 4.5% and 2.9%, respectively). Malnourished elderly reported more frequent problems with chewing and speech when compared with well-nourished elderly (univariate analysis). However, multivariate analysis did not show an association between malnutrition and oral health problems and edentulousness, although HRQoL was associated with malnutrition (odds ratio (OR) 0.972, confidence interval (CI) 0.951–0.955). Based on the results of this cross-sectional study, it can be concluded that poor HRQoL is significantly associated with malnutrition; however, edentulousness and oral health problems are not.",2018,0,2,10.3390/nu10121965,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=133723020&site=ehost-live
114,115,"163 Rehabilitation To Nursing Home - The Waiting Period...67Th Annual & Scientific Meeting Of The Irish Gerontological Society, Innovation, Advances And Excellence In Ageing, 26–28 September 2019, Cork, Ireland.","salawu,adefunke","Background The average application processing time for the National Nursing Home Support Scheme (NHSS) has seen drastic improvement from 15 weeks in 2014 to 4 weeks in 20161. There is no available data of the duration of stay in rehabilitation beds after approval of NHSS application and reasons for delay in transition to nursing home. Aims (1) To examine average length of stay in rehabilitation before multidisciplinary team (MDT) decision is made for nursing home care. (2) To examine average length of stay in rehabilitation bed from the time of NHSS approval to discharge into nursing home. (3) To examine reasons for delay in discharge to nursing home after NHSS approval. Methods A retrospective chart review of patients discharged into nursing homes between January to June, 2018 from geriatric rehabilitation units. Data collected include age, length of stay in rehabilitation unit before multidisciplinary decision was made in conjunction with patients/family to seek nursing home care (LOS1), Length of stay in rehabilitation bed following decision for nursing home care (LOS 2). Reasons for the delay in the transition from rehabilitation bed to nursing home bed were also documented. Results Seventeen patients were discharged into nursing homes, LOS1 of 43.12 days and LOS2 of 50 days. Complexity of application in terms of financial evaluation especially for patients who were deemed cognitively incapable of managing their finances, lack of suitable nursing homes for patients with complex needs/challenging behaviours, family dynamics with regards to choice of nursing homes and medical stability to facilitate such transfers were reasons for delay in transition to nursing home beds. Conclusion Transitional care beds, which are generally acknowledged to be more appropriate to these patients' care needs and are less expensive than rehabilitation beds, need to be utilized more. Education of healthy adults over 65 years to proactively plan for future care needs and promote awareness of legislatures regarding capacity and decision making.",2019,0,2,10.1093/ageing/afz103.96,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=138865082&site=ehost-live
116,117,Health Promotion For Mild Frailty Based On Behaviour Change: Perceptions Of Older People And Service Providers.,"avgerinou,christina","Mild frailty is common among older people, but it is potentially reversible with health promotion interventions. Behaviour change may be a key to preventing progression of frailty; however, we know little about what interventions work best and how a behaviour change approach would be perceived by this group. The aim of this study was to explore how mildly frail older people perceive health promotion based on behaviour change and what factors affect engagement with this approach. We conducted semi‐structured interviews with 16 older people with mild frailty who received a pilot home‐based behaviour change health promotion service, including a dyad of older person/family carer, and two service providers delivering the service in two diverse areas of South England. Interviews were audio‐recorded, transcribed and thematically analysed. The concept of goal setting was acceptable to most participants, though the process of goal setting needed time and consideration. Goals on maintaining independence, monitoring of progress and receiving feedback were reported to increase motivation. Physical/mental capability and knowledge/perception of own needs were main determinants of the type of goals chosen by participants as well as the approach used by the project workers. Older people with complex needs benefited from care coordination, with a combination of goal setting and elements of social, practical and emotional support in varying proportions. Mildly frail older people responded well to a behaviour change approach to promote health and well‐being. Further consideration is needed of the most effective strategies based on complexity of needs, and how to overcome barriers among people with cognitive impairment.",2019,0,2,10.1111/hsc.12781,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=138203873&site=ehost-live
128,129,Living With Dementia In Correctional Settings: A Case Report.,"peacock,shelley","The prison population is aging at an alarming rate and many older persons have the potential to develop dementia while in prison. This case report aims to explore the needs of older people living with dementia in prison and discusses the interventions that exist to address these needs. As the condition progresses, persons with dementia become increasingly reliant on the support of others for their health and well-being because of the increasing complexity of physical healthcare and psychosocial needs. Very few interventions are cited in the research literature regarding the use, acceptability, and/or effectiveness of programming for people living with dementia in prison. To support the unique and complex needs of these persons, research is needed to guide the development of evidence-informed dementia programs and services as well as consideration of interdisciplinary collaboration with community organizations.",2018,0,2,10.1097/JFN.0000000000000194,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=131544353&site=ehost-live
136,137,Healthcare Assistants And Aged Residential Care: A Challenging Policy And Contractual Environment.,"burrow,marla","Healthcare assistants provide the majority of direct care to the residents living in aged residential care. In New Zealand, the delivery of care is under the supervision of the registered nurse. The purpose of this article is to examine the New Zealand policy landscape and care demands in aged residential care. Within the current care environments, registered nurses are challenged by the responsibility of ensuring quality care delivered under supervision by healthcare assistants in an increasingly complex and contract driven environment. The complexity and acuity of a client population requiring specialised care challenges the constraints of care contract expectations and creates significant difficulties for both registered nurses and healthcare assistants. Variability in role identification and scope is a significant barrier to understanding the healthcare assistant workforce as a whole. Individual employment contracts between the employers and healthcare assistants promote further variability with differing role and certification requirements for hourly rates of pay. National contracts used by District Health Boards do not address the acuity creep that is occurring at all levels in aged residential care and the workload increases that directly impact registered nurse supervision of care. The overall funding of aged residential care is caught between a client population predominately funded by the State and the sweeping economic reforms that depend on privatization. Registered nurses need to have an understanding of the socio-political, economic and educational factors that influence care delivery in aged residential care.",2017,0,2,10.36951/ngpxnz.2017.006,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=133009010&site=ehost-live
118,119,Patient‐Centred Care Training Needs Of Health Care Assistants Who Provide Care For People With Dementia.,"foster,susan","It is well documented that Health care assistants (HCAs) provide the most hands‐on care to residents in aged care facilities, and play a critical role in the provision of care to dementia residents. Over the last 25 years, a philosophy of person‐centred care has become the preferred approach to care and this has meant that HCAs are encouraged to get to know the resident very well. This paper reports the experiences of HCAs in caring for people at end‐of‐life, identifies the skills required for their work and examines the education provided against these skills. Semi‐structured interviews were conducted in 49 facilities (n = 34) across New Zealand and data analysed thematically, with the aim of critically examining the adequacy of education for health care assistants which meets their needs within a person‐centred environment. The results confirm that the skills include traditional tasks of care (showering, feeding, toileting, and dressing) but the increasingly important communication and de‐escalation skills, both verbal and non‐verbal, have become central to their care skills. Education provided has not sufficiently shifted focus to include these more complex skills. Provision of educations that acknowledges the increased complexities of their role needs to be provided. As well, facilities need to be challenged to reconsider the HCA's position in the facility care tem.",2019,0,2,10.1111/hsc.12709,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=137037226&site=ehost-live
119,120,Specialist And Family Physician Collaboration: Insights From Primary Care‐Based Memory Clinics.,"lee,linda","Given limited available geriatric specialists and complexity of dementia care, there is a need for greater collaboration between primary care and specialists to better meet the needs of persons with dementia. Meaningful family physician—specialist collaboration has the potential to improve health outcomes, timely access to care and more appropriate healthcare resource utilisation. Primary Care Collaborative Memory Clinics (PCCMCs), which include specialist support, provide a significant opportunity for studying the family physician–specialist interface. This study aimed to explore the nature of collaborative relationships between memory clinic family physicians and specialists caring for persons with memory concerns in PCCMCs across Ontario, Canada. Family physicians (N = 71) attending an education session and specialists (N = 21) completed a survey in the fall of 2017 that measured frequency and amount of collaboration, perceptions of their relationship and identified factors that enable and challenge collaboration. Descriptive statistics were generated for quantitative data and themes for responses to open‐ended questions were explored using descriptive qualitative content analysis. Specialists and memory clinic family physicians valued their collaboration particularly as related to capacity building for dementia care and desired more time devoted to collaboration. Identified enablers and barriers to collaboration have implications for further integration of specialist support to potentially support improved patient care and further build capacity in primary care to manage dementia care. Opportunities exist for expanding and more intentionally supporting how family physicians and specialists interact with the creation of more formalised processes to support optimal collaboration, including a clear delineation of roles, responsibilities and expectations, more formally planned and structured relationship building and monitoring, identifying and addressing unique barriers to collaboration and use of a variety of methods of communication. Study findings have implications for how specialists and family physicians communicate and collaborate in other programmes for complex chronic conditions.",2019,0,2,10.1111/hsc.12751,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=137037268&site=ehost-live
132,133,Nursing Home Physicians Discuss Caring For Elderly Residents: An Exploratory Study.,"banerjee,albert","RÉSUMÉ: Malgré la complexité croissante des soins en foyers de soins de longue durée, le rôle des médecins dans la prestation des soins aux résidents a été peu étudié. Cette étude exploratoire internationale visait à mieux comprendre les rôles des médecins, leurs responsabilités et leurs tâches, ainsi qu’à explorer les caractéristiques uniques de la pratique médicale dans les foyers de soins de longue durée. Des entrevues ont été menées avec 18 médecins. Ces médecins ont mentionné qu’ils contribuaient fortement à la qualité des soins pour les résidents, en clarifiant les objectifs des soins, en prenant des mesures pour réduire les hospitalisations et les prescriptions de médicaments non nécessaires, et en contribuant à la formation du personnel. Les pratiques en foyers de soins de longue durée impliquaient les médecins au centre de réseaux de relations qui assuraient non seulement une meilleure qualité des soins médicaux, mais aussi une satisfaction professionnelle chez les médecins. L’importance de ces relations est telle qu’elle permettait d’aller au-delà des démarcations traditionnelles entre le domaine médical et le domaine social, et mettait en évidence qu’une bonne pratique médicale implique de bonnes pratiques sociales. Considérant la nature exploratoire de l’étude, les auteurs recommandent que de futures recherches soient menées pour mieux comprendre les dimensions relationnelles associées à la pratique de la médecine en foyers de soins de longue durée. Despite the increasing complexity of nursing home care, the role of physicians caring for residents is largely unexplored. This international, exploratory study sought to learn about physicians’ roles, responsibilities, and tasks as well as investigate the unique qualities of medical practice in nursing homes. We conducted interviews with 18 physicians, who reported making important contributions to the quality of resident care, including clarifying the goals of care, working to reduce unnecessary medication and hospitalization, as well as contributing to staff education. Nursing home practice involved physicians in networks of relations that were instrumental to the quality of medical care and physicians’ job satisfaction. The importance of these relationships disrupts the oft-drawn boundary between the medical and the social, suggesting that good medical practice depends on good social practice. Reflecting the exploratory nature of the study, we recommend research to better understand and support the relational dimensions of nursing home medicine.",2018,0,2,10.1017/S0714980818000089,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=130854479&site=ehost-live
249,250,Competence Thresholds For The Use Of Inhalers In People With Dementia.,"allen,sc","METHODS: the ability to learn three inhaler techniques of increasing levels of complexity was studied in 50 normal and demented inhaler-naive elderly people (mean age 81 years) with stable 10-point mini-mental test scores (MTS). There were 10 subjects in each of the following groups: MTS 8-10 (non-demented), MTS 7 (borderline), MTS 6 (mild dementia), MTS 5 and MTS 4 (2 moderate dementia groups). The techniques were taught on one day and reassessed on the following day on consecutive days in ascending order of complexity. RESULTS: those with an MTS of 4 were unable to learn any of the techniques, while all the non-demented people could learn all three techniques. For the five-stage technique (standard metered dose inhaler) the 0% threshold (i.e. when none of the subjects was able to learn) was MTS 6, the 50% threshold (at least half but not all could learn) MTS 7 and the 100% threshold (all could learn) MTS 8. For the four-stage technique (inhaler with large spacer) the 0% threshold was MTS 5, the 50% threshold MTS 6 and the 100% threshold MTS 8. For the three-stage technique (inspiration-triggered inhaler) the 0% threshold was MTS 4, the 50% threshold MTS 5 and the 100% threshold MTS 7. CONCLUSIONS: MTS can be used to determine the likelihood of a mild or moderately demented patient being able to learn a multiple-stage inhaler technique.",1997,0,2,10.1093/ageing/26.2.83,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=107138910&site=ehost-live
1,2,A Survey Of Nurses Involved In Assessing The Eligibility Of Older People For Nhs Continuing Healthcare.,"lee,geraldine","Why you should read this article: • To gain insight into the complexity of NHS continuing healthcare (CHC) assessments • To reflect on what skills and knowledge are required for the optimal assessment of an older person's eligibility for CHC • To understand the training and development needs of nurses involved in CHC-associated work Background: Nurses in England play a prominent role in NHS continuing healthcare (CHC) assessments, but there are no overview data on their knowledge and educational needs. Aim: An online survey was conducted to identify the educational status and development needs of nurses involved in CHC assessments. Method: The survey was informed by a literature review and focus group discussions, and distributed via email to the members of the Royal College of Nursing older people's forum. Descriptive data analysis was undertaken. Results: Overall, respondents were confident about their ability to undertake CHC-associated work and manage each aspect of the CHC process. However, respondents were less confident about how to determine whether a primary health need exists based on the four main criteria – nature, complexity, intensity and unpredictability – of a person's health and social care needs. This was one of the respondents' priorities for training and development. Conclusion: The survey demonstrates the importance of face-to-face and multidisciplinary CHC training delivered locally. It also confirms the need for a standardised approach and more consistency in the CHC assessment process. A CHC competency framework would contribute to standardise the process and benefit all involved.",2020,0,2,10.7748/nop.2020.e1266,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=147159743&site=ehost-live
166,167,Working Together To Improve The Care Of Older People: A New Framework For Collaboration.,"zeitz,kathryn","Aim. This paper is a report of a study identifying the care issues experienced by older people in the acute setting that could be improved through a collaborative approach to action. Background. Actively involving consumers in the governance of healthcare organizations is viewed positively, although there is less agreement on how to do this. Co-operative inquiry is a useful approach to involve consumers and clinicians in structured dialogue about understanding and changing care, whereas traditional quality improvement methodologies are often singular in their dimensions of change. Method. Using a co-operative inquiry approach, five workshops were facilitated over a 4-month period in 2008 with four volunteer older people, four clinicians and three facilitators (n = 11). All participants were actively involved in generating ideas and actions using a range of facilitation techniques and data collection methods. Findings. There was increased awareness, understanding and acceptance of clinicians' and consumers' experiences and expectations of care. The complexity behind changing so-called simple care (providing warm drinks, appetizing food), which were the key concerns for consumers, relied on the active management and broader transformation of the system, including teamwork, communication processes and organizational and individual values and beliefs. Conclusion. Consumers and clinicians put different emphasis on perspectives related to improving care of older people in the acute hospital setting. The disconnect between what consumers viewed as 'simple' organizational behaviours to change and what the clinicians viewed as complex, led to a recognition that the approach to organizational change needs to be reconceptualized.",2011,0,2,10.1111/j.1365-2648.2010.05478.x,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=55742795&site=ehost-live
317,324,Care Transitions: Integrating Transition Theory And Complexity Science Concepts.,"geary,carol.r","Care transitions, defined as hospital discharge or movement from one health care setting to another, are currently a major concern of health care providers and policy makers. Extensive empirical research has been conducted on care transitions, but the theoretical foundations are rarely made explicit. We propose that integrating concepts on complex adaptive systems from complexity science with classic theory on transitions in nursing provides a powerful new lens through which to study care transitions and improve transition outcomes. We summarize concepts from both theoretical approaches, propose an expanded model of transitions, and apply the model to the transition from hospital to home.",2012,1,2,10.1097/ans.0b013e31826260a5,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=108146612&site=ehost-live
312,318,Complexity Of Management And Health Outcomes In A Prospective Cohort Study Of 573 Heart Failure Patients In Australia: Does More Equal Less?,"driscoll,andrea","Aims and objectives To compare the efficacy of chronic heart failure management programmes ( CHF- MPs) according to a scoring algorithm used to quantify the level of applied interventions-the Heart Failure Intervention Score ( HF- IS). Background The overall efficacy of heart failure programmes has been proven in several meta-analyses. However, the debate continues as to which components are essential in a heart failure programme to improve patient outcomes. Design Prospective cohort study of patients participating in heart failure programmes. Method Forty-eight of 62 (77%) programmes in Australia participating in a national register of CHF- MPs were evaluated using the HF- IS: derived from a summed and weighted score of each intervention applied by the CHF- MP (27 interventions overall). The CHF- MPs were prospectively categorised as relatively low ( HF- IS < 190 - n = 39 programmes & 407 patients) or high ( HF- IS ≥ 190 - n = 9 programmes & 166 patients) in complexity. Six-month morbidity and mortality rates in 573 consecutively recruited patients with systolic dysfunction and in New York Heart Association Class II- IV were prospectively examined. Results Patients exposed to CHF- MPs with a high HF- IS had a lower rate of unplanned, all-cause hospitalisation ( n = 24, 14% vs. n = 102, 25%) compared with CHF- MPs with a low HF- IS within six months. On an adjusted basis, CHF- MPs with a high HF- IS were associated with a reduced risk of unplanned hospitalisation and/or death within six months and remained event-free longer. Conclusion High complexity CHF- MPs applying more evidence-based interventions are associated with a higher event-free survival over six months. Relevance to clinical practice The HF- IS is an easy-to-use evidence-based tool to assist programme coordinators to improve the quality of their heart failure programme which may also improve patient outcomes.",2013,1,2,10.1111/jocn.12073,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=86864339&site=ehost-live
299,301,Muscle Synergies And Complexity Of Neuromuscular Control During Gait In Cerebral Palsy.,"steele,katherine.m","Aim: Individuals with cerebral palsy (CP) have impaired movement due to a brain injury near birth. Understanding how neuromuscular control is altered in CP can provide insight into pathological movement. We sought to determine if individuals with CP demonstrate reduced complexity of neuromuscular control during gait compared with unimpaired individuals and if changes in control are related to functional ability.Method: Muscle synergies during gait were retrospectively analyzed for 633 individuals (age range 3.9-70y): 549 with CP (hemiplegia, n=122; diplegia, n=266; triplegia, n=73; quadriplegia, n=88) and 84 unimpaired individuals. Synergies were calculated using non-negative matrix factorization from surface electromyography collected during previous clinical gait analyses. Synergy complexity during gait was compared with diagnosis subtype, functional ability, and clinical examination measures.Result: Fewer synergies were required to describe muscle activity during gait in individuals with CP compared with unimpaired individuals. Changes in synergies were related to functional impairment and clinical examination measures including selective motor control, strength, and spasticity.Interpretation: Individuals with CP use a simplified control strategy during gait compared with unimpaired individuals. These results were similar to synergies during walking among adult stroke survivors, suggesting similar neuromuscular control strategies between these clinical populations.",2015,1,2,10.1111/dmcn.12826,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=111281580&site=ehost-live
295,297,Living With Chronicity And Complexity: Lessons For Redesigning Case Management From Patients' Life Stories - A Qualitative Study.,"morales‐asencio,jose.miguel","Rationale, aims and objectives Case management is commonly used to provide health care for patients with multiple chronic conditions. However, the most effective form of team organization and the necessary support structures need to be identified. In this respect, patients' views could provide a valuable contribution to improving the design of these services. To analyse the experiences of patients with chronic diseases and of caregivers, in relation to health care services and mechanisms, and to identify means of modelling case management services. Methods The method used was a qualitative study based on life stories, and semi-structured interviews with 18 patients with complex chronic diseases and with their family caregivers, selected by purposeful sampling in primary health care centres in Andalusia (southern Spain) from 2009 to 2011. Results Three transition points were clearly identified: the onset and initial adaptation, the beginning of quality-of-life changes, and the final stage, in which the patients' lives are governed by the complexity of their condition. Health care providers have a low level of proactivity with respect to undertaking early measures for health promotion and self-care education. Care is fragmented into a multitude of providers and services, with treatments aimed at specific problems. Conclusions Many potentially valuable interventions in case management, such as information provision, self-care education and coordination between services and providers, are still not provided.",2016,1,2,10.1111/jep.12300,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=113901829&site=ehost-live
289,291,Making Sense Of Moral Distress Within Cultural Complexity.,"bressler,toby","The aim of this study was to explore nurses' experiences working on a chronic ventilator-dependent unit with a predominance of elderly Orthodox Jewish patients at the end of life. Little is known about how cultural complexity creates differences between nurses' and family's expectations for patient care at the end of life. A qualitative study of 27 nurses was conducted using focus groups. Early interviews led to the expansion of the original question to include exploring nurses' moral distress. Content analysis revealed 3 categories of themes, one of which is highlighted in this article. The main finding was an incongruence of perspectives, described as depth-of-field dissimilarity, in which the focus and depth of perspective depend on the person doing the looking. This study suggests that depth-of-field dissimilarity can be used to develop educational strategies, clinical interventions, and research to address moral distress and cultural complexity.",2017,1,2,10.1097/NJH.0000000000000308,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=120831088&site=ehost-live
