id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id	name	nurs	id	name	lastname	firstname
11	Why Intermediate Care Services Need To Be Refreshed.	2014	11	10.7748/nop2014.03.26.3.16.e570	NLM24673323		10	26	3	16	Intermediate care services are usually intended for frail, older people and those with complex needs. Their aims are to avoid unnecessary hospital admission, help people regain independence after a hospital stay and prevent premature admission to long-term care. Services are time limited and delivered in patients' own homes, community hospitals and sometimes nursing homes. But, as Louise Hunt reports, the second national audit of intermediate care, published late last year, found capacity in England is just half of what is needed. There is also significant variation between localities in capacity outside hospital and in the balance of bed-based, home-based and re-enablement services. Two case studies are presented of intermediate care services where nurses play an important role in achieving positive outcomes for patients and saving the health service money.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=104060544&site=ehost-live	2021-07-02 01:27:05	3	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	10	Nursing Older People	1	11	kilgore,cliff	kilgore	cliff
12	Nurse Care Coordination And Technology Effects On Health Status Of Frail Older Adults Via Enhanced Self-Management Of Medication.	2013	12	10.1097/NNR.0b013e318298aa55	NLM23817284		12	62	4	269	Background: Self-management of complex medication regimens for chronic illness is challenging for many older adults. Objectives: The purpose of this study was to evaluate health status outcomes of frail older adults receiving a home-based support program that emphasized self-management of medications using both care coordination and technology. Design: This study used a randomized controlled trial with three arms and longitudinal outcome measurement. Setting: Older adults having difficulty in self-managing medications (n = 414) were recruited at discharge from three Medicare-certified home healthcare agencies in a Midwestern urban area. Methods: All participants received baseline pharmacy screens. The control group received no further intervention. A team of advanced practice nurses and registered nurses coordinated care for 12 months to two intervention groups who also received either an MD.2 medication-dispensing machine or a medplanner. Health status outcomes (the Geriatric Depression Scale, Mini Mental Status Examination, Physical Performance Test, and SF-36 Physical Component Summary and Mental Component Summary) were measured at baseline and at 3, 6, 9, and 12 months. Results: After covariate and baseline health status adjustment, time x group interactions for the MD.2 and medplanner groups on health status outcomes were not significant. Time x group interactions were significant for the medplanner and control group comparisons. Discussion: Participants with care coordination had significantly better health status outcomes over time than those in the control group, but addition of the MD.2 machine to nurse care coordination did not result in better health status outcomes.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=107960283&site=ehost-live	2021-07-02 01:27:05	5	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	12	Nursing Research	1	12	dorman,marek.karen	dorman	marek.karen
13	Use Of Hypodermoclysis To Manage Dehydration.	2011	13		NLM21736101		10	23	5	16	Older people, particularly those who are frail, are vulnerable to dehydration. Management of dehydration in older people can be more complex than in younger adults because of the physical effects of ageing. As the population ages, nurses will increasingly care for older patients in every setting. This article provides an overview of the physiological changes that affect the ability of older people to maintain a normal fluid balance. Risk factors for dehydration are reviewed and strategies for the prevention, detection and management of dehydration are discussed. The article focuses on subcutaneous fluid replacement for the management of dehydration in older adults.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=108234322&site=ehost-live	2021-07-02 01:27:05	4	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	10	Nursing Older People	1	13	scales,katie	scales	katie
14	Barriers To The Delivery Of High-Quality Care For Care Home Residents With Diabetes.	2011	14				14	15	3	102	The age of the UK population is increasing, resulting in many people living with multiple long-term conditions, such as diabetes. Many older people who have complex health needs reside in care homes. The aim of this article is to raise awareness of the diabetes-related problems that exist for older people living in care homes, including the barriers to the delivery of high-quality diabetes care. The authors focus on the Good Clinical Practice Guidelines for Care Home Residents with Diabetes (Diabetes UK, 2010), which discusses the shortfalls in delivery of care, identifies possible barriers and their consequences and highlights the tools that can support change.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=104879854&site=ehost-live	2021-07-02 01:27:05	1	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	14	Journal of Diabetes Nursing	1	14	kirkland,fiona	kirkland	fiona
15	Staff Beliefs About Sexuality In Aged Residential Care.	2010	15				15	26	3	17	Expression of sexuality is a lifelong need and a basic human right, yet little is known about how staff in aged care facilities approach and manage the sexuality needs of residents. Fifty-two staff members from the rest home component of aged care facilities in one District Health Board completed a survey anonymously. Findings indicated that while the majority believe residents have sexual needs that should be acknowledged and supported, expression of sexuality often created discomfort and the need was not regularly assessed, or managed by a team approach. Lack of privacy, negative staff and family attitudes plus the difficulty of managing risk make responding to sexuality a complex issue. The combination of individual and institutional barriers suggest that thoughtful and creative team strategies are required to address the sexuality related needs of the older person in residential care.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=55594481&site=ehost-live	2021-07-02 01:27:05	1	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	15	Nursing Praxis in New Zealand	1	15	gilmer,mary.jane	gilmer	mary.jane
16	Staff Beliefs About Sexuality In Aged Residential Care.	2010	16		NLM21188913		15	26	3	17	Expression of sexuality is a lifelong need and a basic human right, yet little is known about how staff in aged care facilities approach and manage the sexuality needs of residents. Fifty-two staff members from the rest home component of aged care facilities in one District Health Board completed a survey anonymously. Findings indicated that while the majority believe residents have sexual needs that should be acknowledged and supported, expression of sexuality often created discomfort and the need was not regularly assessed, or managed by a team approach. Lack of privacy, negative staff and family attitudes plus the difficulty of managing risk make responding to sexuality a complex issue. The combination of individual and institutional barriers suggest that thoughtful and creative team strategies are required to address the sexuality related needs of the older person in residential care.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=104956318&site=ehost-live	2021-07-02 01:27:05	1	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	15	Nursing Praxis in New Zealand	1	16	gilmer,mj	gilmer	mj
17	Double Jeopardy: Comorbid Anxiety And Depression In Late Life.	2010	17	10.3928/19404921-20100528-99	NLM20635805		17	3	3	209	Comorbid depression and anxiety in late life present challenges for geriatric mental health care providers. These challenges include identifying the often complex diagnostic presentations both clinically and in a research context. This potent comorbidity can be conceived as double jeopardy in older adults, further diminishing their quality of life. Geriatric health care providers need to understand psychiatric comorbidity of this type for accurate diagnosis and early referral to specialists, and to coordinate interdisciplinary care. Researchers in the field also need to recognize potential multiple impacts of comorbidities with respect to assessment and treatment domains. This article describes the prevalence of late-life depression and anxiety disorders and reviews studies on this comorbidity in older adults. Risk factors and protective factors for anxiety and depression in later life are reviewed, and information is provided about comparative symptoms, the selection of assessment tools, and challenges to the provision of interdisciplinary, evidence-based care.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105060825&site=ehost-live	2021-07-02 01:27:05	1	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	17	Research in Gerontological Nursing	1	17	beattie,e	beattie	e
18	It'S Not Just About Heart Failure -- Voices Of Older People In Transition To Dependence And Death.	2010	18	10.1111/j.1365-2524.2009.00892.x			18	18	2	199	This paper explores the experiences of older people living with heart failure and their transitions from independence to dependence and for some death. New Zealand's ageing population is predicted to increase from 12% in 2001 to 25% by the year 2051, similar to the worldwide trend of ageing. A high proportion of these people will have one or more chronic illnesses. Associated with the increase in survival is a growing body of research examining the needs of the older person with heart failure and finding particular problems with end of life care. Older people face many challenges in living with their heart failure, in particular the transition to dependence. To study the transition a longitudinal qualitative study using General Inductive approach was used. Participants were interviewed every 3 months for a 12-month period during 2006-2008. A total of 79 interviews with 25 people were completed. Our findings showed that transition was not a simple linear process with the older person moving from one phase to another; instead their experiences illustrated the complexity of transitions they faced and what helped them to manage these. The older people in this study illustrated the importance of trust in health professionals and believed they would receive good care. Their fears revealed concerns about being a burden as they deteriorate and becoming more dependent. Understanding the complex issues related to transition to dependence can provide health professionals with a framework for assessment and approaches to providing the support required.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105306456&site=ehost-live	2021-07-02 01:27:05	1	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	18	Health & Social Care in the Community	1	18	waterworth,s	waterworth	s
19	The Diversity And Complexity In Health Promotion And Empowerment Related To Older Hospital Patients -- Exploring Nurses' Reflections.	2010	19	10.1177/010740831003000103			19	30	1	9	Background: In the future, health care services will be challenged by an increasing number of older hospital patients. This prompts a need to focus on and implement a health promoting approach in older people's nursing. Aim: The aim of this exploratory study was to illuminate nurses' reflections about health promotion and empowerment related to older hospital patients. Method: The study had a qualitative descriptive design. The concepts of health, health promotion and empowerment were initially introduced to nurses before participating in multistage focus group interviews. Two groups of nurses participated in three focus group interviews that were conducted by a moderator and an assistant. The interviews were tape-recorded, transcribed verbatim and analysed with qualitative content analysis. Findings: The nurses unfolded the theme «diversity and complexity marks health promotion and empowerment related to older hospital patients » as the latent content in the text. Two categories, «empowerment as balance of power - a twofold relation» and «focusing on the individual person», described the manifest content in the texts. The categories were further supported by sub-categories. Conclusion: The focus group interviews showed the ambiguity and complexity in the interpretation of the concepts -- health promotion and empowerment -- related to the older hospital patient. The findings also indicated that multistage focus group interviews may be a useful tool to develop nurses ' reflections about their clinical practice.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105028797&site=ehost-live	2021-07-02 01:27:05	1	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	19	Nordic Journal of Nursing Research & Clinical Studies / Vård i Norden	1	19	berg,gv	berg	gv
20	An Overview Of Urinary Incontinence.	2010	20	10.12968/nrec.2010.12.1.45885			20	12	1	18	Incontinence is not life-threatening, but can be life changing. This article considers the implications of such a common and yet unrecognized condition, and provide carers with an overview of this complex topic.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105291963&site=ehost-live	2021-07-02 01:27:05	1	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	20	Nursing & Residential Care	1	20	foxley,s	foxley	s
21	The Role Of The Specialist Nurse In An Acute Assessment And Liaison Service.	2009	21	10.7748/nop2009.12.21.10.24.c7406	NLM20067076		10	21	10	24	This article explores the work of an acute assessment and liaison service for older people, including the role of the older people's apecialist nurse in the service. The service screens all patients admitted who are over the age of 75 for problems specific to a frail population and to identify where ongoing specialist support referral or advice is indicated. Patients with complex problems undergo a comprehensive geriatric assessment. The service has reduced length of stay and resulted in better care for older people.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=105256246&site=ehost-live	2021-07-02 01:27:05	3	MHallagingandcomplexityorcomplexandfrail_nurseauth_2021.06.23.xml	1	10	Nursing Older People	1	21	harvey,p	harvey	p
22	Approach To Frailty In The Elderly In Primary Care And The Community.	2018	22	10.11622/smedj.2018052	29799055		22	59	5	240	Frailty is a distinct clinical syndrome wherein the individual has low reserves and is highly vulnerable to internal and external stressors. Although it is associated with disability and multiple comorbidities, it can also be present in individuals who seem healthy. Frailty is multidimensional and its pathophysiology is complex. Early identification and intervention can potentially decrease or reverse frailty, especially in the early stages. Primary care physicians, community nurses and community social networks have important roles in the identification of pre-frail and frail elderly through the use of simple frailty screening tools and rapid geriatric assessments. Appropriate interventions that can be initiated in a primary care setting include a targeted medical review for reversible medical causes of frailty, medication appropriateness, nutritional advice and exercise prescription. With ongoing training and education, the multidisciplinary engagement and coordination of care of the elderly in the community can help to build resilience and combat frailty in our rapidly ageing society.		2021-07-02 01:27:51	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	22	Singapore Medical Journal		22	chen,christine.yuanxin	Chen	Christine Yuanxin
23	Preoperative Evaluation Of The Frail Patient.	2020	23	10.1213/ANE.0000000000004735	32384339		23	130	6	1493	Perioperative management of older adults is a complex field that is heavily influenced by the clinical heterogeneity of older adults. Frailty-a geriatric syndrome in which a patient is more vulnerable to stressors due to decreases in physical function and reserve-has been indicative of adverse postoperative outcomes. Many tools have been developed to measure frailty that incorporate a variety of factors including physical and cognitive function, comorbidities, self-reported measures of health, and clinical judgment. Most of these frailty assessment tools are able to identify a subset of patients at risk of adverse outcomes including postoperative complications, longer hospital length of stay, discharge to a higher level of care, and mortality. Frailty assessment before surgical interventions can also guide discussions among patients, their families, anesthesiologists, and surgeons to tailor operative plans for patients to mitigate this increased risk. Studies are ongoing to identify interventions in frail patients that can improve postoperative outcomes, but high-quality data in the form of randomized controlled trials are lacking at this time.		2021-07-02 01:27:51	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	23	Anesthesia And Analgesia		23	nidadavolu,lolita.s	Nidadavolu	Lolita S
24	Frailty In Lung Transplantation: A Systematic Review.	2020	24	10.1080/17476348.2020.1702527	31815560		24	14	2	219	Introduction: Lung transplantation is an effective treatment for certain types of end-stage lung disease. Frailty is a complex clinical syndrome associated with decreased physiological reserve and an increased risk for suboptimal health outcomes.Area covered: This article reviews the current literature on frailty in lung transplantation, with an emphasis on frailty measures, prevalence and impact of frailty on morbidity and mortality prior to and following lung transplantation. Pubmed, EMBASE, CINAHL and Cochrane systematic review databases were searched to September 2019. The search included the MeSH terms 'frail elderly' or 'frailty' or 'sarcopenia' and 'lung disease' or 'lung transplantation'. Studies were included if: the population were undergoing evaluation for, listed for or received a lung transplant; frailty was prospectively assessed during lung transplant evaluation using systematically defined criteria; used human subjects and; published in English. The prevalence of frailty varied from 0% - 58%. The frailty phenotype and short physical performance battery were the most common measures. Frailty was associated with delisting and death pre-transplantation. Frailty was associated with an increased risk of early mortality post-lung transplantation.Expert opinion: Frailty is identified often in lung transplant candidates and is associated with adverse pre and post-transplantation outcomes. Further research is necessary to identify potential frailty interventions.		2021-07-02 01:27:51	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1	24	Expert Review Of Respiratory Medicine		24	montgomery,elyn	Montgomery	Elyn
