	id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id_1	name	nurs	id_2	name_3	lastname	firstname	title_use	abstract_mentions_count	complexity_mentions	complexity_title_use
171	172	Va Home-Based Primary Care Interdisciplinary Team Structure Varies With Veterans' Needs, Aligns With Pace Regulation.	2021.0	221	10.1111/jgs.17174	33834504.0		157	69	7	1729	BACKGROUND: Interdisciplinary team (IDT) care is central to home-based primary care (HBPC) of frail elders. Traditionally, all HBPC disciplines managed a patient (Full IDT), a costly approach to maintain. The recent PACE (Program of All-inclusive Care for the Elderly) regulation provides for a flexible approach of annual assessments from a core team with involvement of additional disciplines dependent upon patient needs (Core+). Current Department of Veterans Affairs (VA) HBPC guidance specifies Full IDTs care for medically complex and functionally impaired Veterans similar to PACE participants. We evaluated whether VA HBPC has adopted the flexible structure of the PACE regulation, aligned to Veteran needs. DESIGN: Cross-sectional analysis. SETTING: All 139 VA HBPC programs administered across 379 sites. PARTICIPANTS: About 55,173 Veterans enrolled in HBPC during fiscal year 2018. MEASUREMENTS: Patients' HBPC physician, nurse, psychologist/psychiatrist, social worker, therapist, dietitian, and pharmacist visits were grouped into interdisciplinary team types. Patient frailty was classified using VA HNHR v2 (High-Need High-Risk version 2, a measure of high, medium, and low risk of long-term institutionalization). Medical complexity was measured by clusters of impairment in the JEN frailty index (JFI). JFI clusters were validated by VA's Nosos measure to project cost and Care Assessment Need (CAN) measure of hospitalization and mortality risk. RESULTS: HBPC provided Full IDT care to 21%, Core+ care to 54%, and Home Health+ (HHA+) care (skilled home health services plus additional disciplines, without primary care) to 16% of Veterans. Team type was associated with medical complexity (X(2) 2863.5 [66 df], pâ€‰<â€‰0.0001). High-risk Veterans (72% of sample) were more likely to receive Full IDT care (X(2) 62.9, 1 df), pâ€‰<â€‰0.0001), while low-risk Veterans (28%) were more likely to receive HHA+ care (X(2) 314.8, 1 df, pâ€‰<â€‰0.0001). CONCLUSION: There is a strong association between HBPC team patterns and patient frailty, indicating tailoring of care to match Veteran needs.		2023-01-03 03:44:56	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		157	Journal Of The American Geriatrics Society		221	chan,caitlin.s	Chan	Caitlin S	0.0	3.0	2.0	0.0
295	296	Individualized Medication Review In Older People With Multimorbidity: A Comparative Analysis Between Patients Living At Home And In A Nursing Home.	2022.0	186	10.3390/ijerph19063423	35329110.0		8	19	6	None	(1) Background: aging is associated with complex and dynamic changes leading to multimorbidity and, therefore, polypharmacy. A periodic medication review (MR) in frail older people leads to optimizing medication use. The aims of the study were to perform a comparative analysis of the impact of place of residence (own home versus nursing home) in a cohort of older patients on the characteristics of the baseline therapeutic plan and characteristics of the therapeutic plan after an MR; (2) Methods: Study with paired pre- and post-MR data based on person-centred prescription, with a follow-up assessment at three months. Patients who lived either in their own home or in a nursing home were recruited. We selected patients of 65 years or more with multimorbidity whose General Practitioner identified difficulties with the prescription management and the need for an MR. Each patient's treatment was analysed by applying the Patient-Centred Prescription (PCP) model; (3) Results: 428 patients. 90% presented at least one inappropriate prescription (IP) in both settings. In nursing homes, a higher number of implemented optimization proposals was detected (81.6% versus 65.7% (p &lt; 0.001)). After the MR, nursing-home patients had a greater decrease in their mean number of medications, polypharmacy prevalence, therapeutic complexity, and monthly drug expenditure (p &lt; 0.001); (4) Conclusions: PCP model detected a high number of IP in both settings. However, after an individualized MR, nursing-home patients presented a greater decrease in some pharmacological parameters related to adverse events, such as polypharmacy and therapeutic complexity, compared to those living at home. Nursing homes may be regarded as a highly suitable scenario to carry out a periodic MR, due to its high prevalence of frail people and its feasibility to apply the recommendations of an MR. Prospective studies with a robust design should be performed to demonstrate this quasi-experimental study along with a longitudinal follow-up on clinical outcomes.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		8	International Journal Of Environmental Research And Public Health		186	molist-brunet,nÃºria	Molist-Brunet	NÃºria	0.0	3.0	2.0	0.0
143	144	Factors Associated With The Detection Of Inappropriate Prescriptions In Older People: A Prospective Cohort.	2021.0	186	10.3390/ijerph182111310	34769827.0		8	18	21	None	(1) Background: Ageing is associated with complex and dynamic changes leading to multimorbidity and, therefore, polypharmacy. The main objectives were to study an older community-dwelling cohort, to detect inappropriate prescriptions (IP) applying the Patient-Centred Prescription model, and to evaluate the most associated factors. (2) Methods: This was a prospective, descriptive, and observational study conducted from June 2019 to October 2020 on patients â‰¥ 65 years with multimorbidity who lived in the community. Demographic, clinical and pharmacological data were assessed. Variables assessed were: degree of frailty, using the Frail-VIG index; therapeutical complexity and anticholinergic and sedative burden; and the number of chronic drugs to determine polypharmacy or excessive polypharmacy. Finally, a medication review was carried out through the application of the Patient-Centred Prescription model. We used univariate and multivariate regression to identify the factors associated with IP. (3) Results: We recruited 428 patients (66.6% women; mean age 85.5, SD 7.67). A total of 50.9% of them lived in a nursing home; the mean Barthel Index was 49.93 (SD 32.14), and 73.8% of patients suffered some degree of cognitive impairment. The prevalence of frailty was 92.5%. Up to 90% of patients had at least one IP. An increase in IP prevalence was detected when the Frail-VIG index increased (p < 0.05). With the multivariate model, the relationship of polypharmacy with IP detection stands out above all. (4) Conclusions: 90% of patients presented one IP or more, and this situation can be detected through the PCP model. Factors with higher association with IP were frailty and polypharmacy.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		8	International Journal Of Environmental Research And Public Health		186	molist-brunet,nÃºria	Molist-Brunet	NÃºria	0.0	2.0	1.0	0.0
102	103	Considering Frailty In Sars-Cov-2 Vaccine Development: How Geriatricians Can Assist.	2021.0	137	10.2147/CIA.S295522	33953551.0		137	16		731	The COVID-19 pandemic has disproportionately impacted frail older adults, especially residents of long-term care (LTC) facilities. This has appropriately led to prioritization of frail older adults and LTC residents, and those who care for them, in the vaccination effort against COVID-19. Older adults have distinct immunological, clinical, and practical complexity, which can be understood through a lens of frailty. Even so, frailty has not been considered in studies of COVID-19 vaccines to date, leading to concerns that the vaccines have not been optimally tailored for and evaluated in this population even as vaccination programs are being implemented. This is an example of how vaccines are often not tested in Phase 1/2/3 clinical trials in the people most in need of protection. We argue that geriatricians, as frailty specialists, have much to contribute to the development, testing and implementation of COVID-19 vaccines in older adults. We discuss roles for geriatricians in ten stages of the vaccine development process, covering vaccine design, trial design, trial recruitment, establishment and interpretation of illness definitions, safety monitoring, consideration of relevant health measures such as frailty and function, analysis methods to account for frailty and differential vulnerability, contributions in regulatory and advisory roles, post-marketing surveillance, and program implementation and public health messaging. In presenting key recommendations pertinent to each stage, we hope to contribute to a dialogue on how to push the field of vaccinology to embrace the complexity of frailty. Making vaccines that can benefit frail older adults will benefit everyone in the fight against COVID-19.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		137	Clinical Interventions In Aging		137	andrew,melissa.k	Andrew	Melissa K	0.0	2.0	2.0	0.0
257	258	Impact Of Age, Comorbidity, And Treatment Characteristics On Survival In Older Women With Advanced High Grade Epithelial Ovarian Cancer.	2021.0	324	10.1016/j.ygyno.2021.03.008	33812698.0		143	161	3	693	OBJECTIVES: Older women have a worse prognosis with advanced epithelial ovarian cancer (EOC) and comorbidities likely contribute to poor outcomes. We sought to identify comorbid conditions and treatment-related factors in older women. METHODS: A retrospective chart review identified 351 patients who underwent cytoreductive surgery (CRS). 100/351 (28.5%) were â‰¥ 70 years old. Demographic and clinicopathologic information was collected. Crude progression-free (PFS) and overall survival (OS) estimates were calculated using Kaplan-Meier method. Cox proportional hazards regression model was used to estimate hazard ratios and adjustments for confounders. RESULTS: Study subjects â‰¥70 years old had significantly: higher Cumulative Illness Rating Scale-Geriatric (CIRS-G) score (5.9 vs 4.3; p = 0.0001), less completion of adjuvant chemotherapy (24% vs 15.1%; p = 0.049), less intraperitoneal (IP) therapy (18.2% vs 35.5%; p = 0.002), less clinical trial participation (16% vs 26.3%; p = 0.040), decreased platinum sensitivity (60% vs 73.7%; p = 0.012) and lacked BRCA mutations (0% vs 12%; p = 0.0006). They were less likely to have optimal CRS (75% vs 86.9%; p = 0.007) with same surgical complexity (p = 0.89). Patients â‰¥70 had significantly worse PFS and OS. In a multivariate analysis, better OS was associated with younger age (<70 years old), any IP therapy, completion of adjuvant chemotherapy, and platinum sensitivity. CONCLUSION: The older cohort had worse CIRS-G scores (5.9 vs 4.3; p = 0.0001), but no strong associations between comorbidities and treatment characteristics, but less optimal CRS rates (75% vs 86.9%; p = 0.007) with similar surgical complexity and less platinum sensitivity. Our results show comorbid conditions in older patients with advanced EOC may have less impact than tumor biology.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		143	Gynecologic Oncology		324	mallen,adrianne	Mallen	Adrianne	0.0	2.0	2.0	0.0
259	260	Short Communication: Opportunities And Challenges For Early Person-Centered Care For Older Patients In Emergency Settings.	2021.0	326	10.3390/ijerph182312526	34886252.0		8	18	23	None	The provision of person-centered care (PCC) for older adults in emergency settings is important. This short communication explores the complexity of providing comprehensive PCC for older adults in emergency settings, based on a synthesis of existing literature and empirical data from a small-scale case study on the potential of improving patient engagement in a Danish emergency department (ED). Our findings highlight overall positive attitudes towards PCC, as patient engagement is perceived as important and feasible during the waiting hours that older patients experience. However, the key challenges include barriers in organizational structures and cross-sectoral care coordination. We conclude that staff education, optimized care coordination across sectors, and increased involvement of geriatric nurses may enhance the provision of PCC for older, complex adults in EDs. We further conclude that future research into the feasibility and effects of structured approaches for providing PCC in EDs is needed, including exploration of organizational models for PCC.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		8	International Journal Of Environmental Research And Public Health		326	jensen,andrea.n	Jensen	Andrea N	0.0	2.0	1.0	0.0
160	161	Management Of Acute Coronary Syndromes In Older Adults.	2022.0	206	10.1093/eurheartj/ehab391	34347065.0		206	43	16	1542	Older patients are underrepresented in prospective studies and randomized clinical trials of acute coronary syndromes (ACS). Over the last decade, a few specific trials have been conducted in this population, allowing more evidence-based management. Older adults are a heterogeneous, complex, and high-risk group whose management requires a multidimensional clinical approach beyond coronary anatomic variables. This review focuses on available data informing evidence-based interventional and pharmacological approaches for older adults with ACS, including guideline-directed management. Overall, an invasive approach appears to demonstrate a better benefit-risk ratio compared to a conservative one across the ACS spectrum, even considering patients' clinical complexity and multiple comorbidities. Conversely, more powerful strategies of antithrombotic therapy for secondary prevention have been associated with increased bleeding events and no benefit in terms of mortality reduction. An interdisciplinary evaluation with geriatric assessment should always be considered to achieve a holistic approach and optimize any treatment on the basis of the underlying biological vulnerability.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		206	European Heart Journal		206	morici,nuccia	Morici	Nuccia	0.0	2.0	1.0	0.0
147	148	The Correlation Between Case Total Work Relative Value Unit, Operative Stress, And Patient Frailty: Retrospective Cohort Study.	2021.0	190	10.1097/SLA.0000000000005068	34506319.0		190	274	4	637	OBJECTIVE: Assess the relationships between case total work relative value units (wRVU), patient frailty, and the physiologic stress of surgical interventions. SUMMARY OF BACKGROUND DATA: Surgeon reimbursement is frequently apportioned by wRVU. These subjective, procedure-specific valuations generated by physician survey estimate the intensity and time for typical patient care services. We hypothesized wRVU would not adequately account for patient-specific factors, such as frailty, that modify the required physician work, regardless of procedural complexity. METHODS: Using National and Veterans Affairs Surgical Quality Improvement Programs (2015-2018), we evaluated the correlation between case total wRVU, patient frailty (risk analysis index) and physiologic surgical stress (operative stress score). RESULTS: Of 4,111,371 (86%) cases, the correlation between total wRVU and operative stress was moderate [Ïs = 0.587 (95% confidence interval, 0.586-0.587)], but negligible with frailty Ï = 0.177 (95% confidence interval, 0.176-0.178)]. Very high operative stress procedures [n = 34,047 (1%)] generated a mean total wRVU of 55.1 (standard deviation, 12.9), comprising 7%, 2%, and 1% of thoracic, vascular, and general surgical cases, respectively. Very frail patients [n = 152,535 (4%)] accounted for 9% of thoracic, 9% of vascular, 4% of general, 5% of urologic, and 4% of neurologic surgical cases, generating 21.0 (standard deviation, 12.4) mean total wRVU. Some nonfrail patients undergoing low operative stress procedures [n = 60,128 (2%)] nonetheless generated the highest quintile wRVU; these comprised >15% of plastic, gynecologic, and urologic surgical cases. CONCLUSIONS: Surgeon reimbursement correlates with operative stress but not patient frailty. The total wRVU does not adequately reflect patient-specific factors that increase the physician workload required to render optimal care to complex patients.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		190	Annals Of Surgery		190	reitz,katherine.m	Reitz	Katherine M	0.0	2.0	1.0	0.0
14	15	Factors Affecting Missed Nursing Care In Hospitalized Frail Older Adults In The Medical Wards: A Qualitative Study.	2021.0	16	10.1186/s12877-021-02524-z	34649518.0		16	21	1	555	"BACKGROUND: Frail older adults who are hospitalized, are more likely to experience missed nursing care (MNC) due to high care needs, communication problems, and complexity of nursing care. We conducted a qualitative study to examine the factors affecting MNC among hospitalized frail older adults in the medical units. METHODS: This qualitative study was carried using the conventional content analysis approach in three teaching hospitals. Semi-structured interviews were conducted with 17 nurses through purposive and snowball sampling. The inclusion criteria for the nurses were: at least two years of clinical work experience on a medical ward, caring for frail older people in hospital and willingness to participate. Data were analyzed in accordance with the process described by Graneheim and Lundman. In addition, trustworthiness of the study was assessed using the criteria proposed by Lincoln and Guba. RESULTS: In general, 20 interviews were conducted with nurses. A total of 1320 primary codes were extracted, which were classified into two main categories: MNC aggravating and moderating factors. Factors such as ""age-unfriendly structure,"" ""inefficient care,"" and ""frailty of older adults"" could increase the risk of MNC. In addition, factors such as ""support capabilities"" and ""ethical and legal requirements"" will moderate MNC. CONCLUSIONS: Hospitalized frail older adults are more at risk of MNC due to high care needs, communication problems, and nursing care complexity. Nursing managers can take practical steps to improve the quality of care by addressing the aggravating and moderating factors of MNC. In addition, nurses with a humanistic perspective who understand the multidimensional problems of frail older adults and pay attention to their weakness in expressing needs, can create a better experience for them in the hospital and improve patient safety."		2023-01-03 03:39:18	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1.0	16	Bmc Geriatrics		16	rezaei-shahsavarloo,zahra	Rezaei-Shahsavarloo	Zahra	0.0	2.0	2.0	0.0
176	177	Computerised Cognitive Remediation To Enhance Mobility In Older Adults: A Single-Blind, Single-Centre, Randomised Trial.	2021.0	226	10.1016/s2666-7568(21)00173-2	34522910.0		226	2	9	e571	BACKGROUND: Decline in executive functions and related cognitive processes is associated with mobility decline, and these functions might be amenable to cognitive remediation. This study aimed to examine whether a computerised cognitive remediation programme would improve walking in adults aged 70 years and older. METHODS: This single-blind, randomised trial at one academic centre in the USA evaluated the efficacy of an 8-week computerised programme (also known as brain games) of progressive intensity and complexity to improve walking in older adults at high-risk for mobility disability. Inclusion criteria included being 70 years or older; ambulatory; and at high-risk for mobility disability, defined using a cutscore of nine or less (frail range) on the Short Physical Performance Battery and a walking speed of 100 cm/s or less. Individuals with dementia, acute or terminal medical illnesses, recent or planned surgery affecting mobility, mobility limitations solely due to musculoskeletal limitation or pain that prevented them from completing mobility tests, and those who were nursing home residents were excluded. Participants were block randomised (1:1; block size 12 and no stratification) to the intervention group or the control group (low complexity computer games and health education classes). Primary outcomes were change in walking speed at normal pace and walking while talking conditions assessed from baseline to 8 weeks post-intervention by investigators who were masked to group assignment. Groups were compared using the intention-to-treat principle with linear mixed models adjusted for confounders. This trial was registered with ClinicalTrails.gov, NCT02567227. FINDINGS: Between March 1, 2016, and March 12, 2020, 383 patients were enrolled and randomly assigned to the intervention or control group. After randomisation, 11 (3%) patients were diagnosed with dementia. 372 (97%; 271 [73%] women) were included in the intention-to-treat analysis. The mean age of participants was 77Â·0 years [SD 5Â·6]). 183 (49Â·2%) participants were Black and 62 (16Â·7%) were Hispanic. 314 (93%) of the target 338 completers had finished the intervention when the trial was terminated due to the COVID-19 pandemic. Although there were significant within-group improvements in both groups after the 8-week intervention, there was no significant difference in normal walking speed (-1Â·03 cm/s [SD 1Â·30]; 95% CI -3Â·60 to 1Â·54) and walking while talking conditions (0Â·59 cm/s [SD 1Â·61]; 95% CI -2Â·59 to 3Â·76) between the intervention and control groups. Similarly, within-group, but no between-group, differences were seen on executive function tests and physical function. There were no severe adverse events related to interventions. INTERPRETATION: Computerised cognitive remediation improved walking in adults aged 70 years and older at high-risk for mobility disability, but improvements were not significantly greater compared with an active control. Although our findings corroborate the within-group improvements on cognition and mobility reported in previous pilot clinical trials, future studies are required to determine the optimal dose, frequency, intensity, and content of computerised cognitive remediation programmes. FUNDING: National Institute on Aging.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		226	The Lancet. Healthy Longevity		226	verghese,joe	Verghese	Joe	0.0	2.0	2.0	0.0
174	175	Resilience Is Associated With Frailty And Older Age In Hospitalised Patients.	2022.0	224	10.1186/s12877-022-03251-9	35818046.0		16	22	1	569	BACKGROUND: Little is known about resilience in an internal medicine setting. We aimed to assess the relationship between resilience and frailty and other clinical and sociodemographic characteristics in a cohort of prospectively enrolled hospitalised patients. METHODS: In 2017-2019, we consecutively enrolled patients in our internal medicine wards. We selected all patients who filled in the 25-item Connor-Davidson resilience scale (CD-RISC). Mean resilience was evaluated according to baseline demographic (i.e., age, sex, marital and socioeconomic status) and clinical (i.e., Cumulative Illness Rating Scale [CIRS], Edmonton Frail Scale [EFS], Barthel index, Short Blessed test, length of stay [LOS]) data. A multivariable analysis for assessing factors affecting resilience was fitted. RESULTS: Overall, 143 patients (median age 69Â years, interquartile range 52-79, 74 females) were included. Resilience was significantly lower in frail (pâ€‰=â€‰0.010), elderly (pâ€‰=â€‰0.021), dependent (pâ€‰=â€‰0.032), and more clinically (pâ€‰=â€‰0.028) and cognitively compromised patients (pâ€‰=â€‰0.028), and in those with a low educational status (pâ€‰=â€‰0.032). No relation between resilience and LOS was noticed (pâ€‰=â€‰0.597). Frail patients were significantly older (pâ€‰<â€‰0.001), had a greater disease burden as measured by CIRS comorbidity (pâ€‰<â€‰0.001) and severity indexes (pâ€‰<â€‰0.001), were more dependent (pâ€‰<â€‰0.001), more cognitively impaired (pâ€‰<â€‰0.001), and displayed a lower educational level (pâ€‰=â€‰0.011) compared to non-frail patients. At multivariable analysis, frailty (pâ€‰=â€‰0.022) and dependency (pâ€‰=â€‰0.031; according to the Barthel index) were associated with lower resilience in the age groups 18-64 andâ€‰â‰¥â€‰65Â years, respectively. CONCLUSIONS: Low resilience was associated with frailty and dependency with an age-dependent fashion. Studies assessing the impact of this finding on important health outcomes are needed. TRIAL REGISTRATION: Clinical Complexity in Internal Medicine Wards. San MAtteo Complexity Study (SMAC); NCT03439410 . Registered 01/11/2017.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		16	Bmc Geriatrics		224	lenti,marco.vincenzo	Lenti	Marco Vincenzo	0.0	2.0	2.0	0.0
185	186	Identifying Frequent Health Care Users And Care Consumption Patterns: Process Mining Of Emergency Medical Services Data.	2021.0	236	10.2196/27499	34612834.0		236	23	10	e27499	"BACKGROUND: Tracing frequent users of health care services is highly relevant to policymakers and clinicians, enabling them to avoid wasting scarce resources. Data collection on frequent users from all possible health care providers may be cumbersome due to patient privacy, competition, incompatible information systems, and the efforts involved. OBJECTIVE: This study explored the use of a single key source, emergency medical services (EMS) records, to trace and reveal frequent users' health care consumption patterns. METHODS: A retrospective study was performed analyzing EMS calls from the province of Drenthe in the Netherlands between 2012 and 2017. Process mining was applied to identify the structure of patient routings (ie, their consecutive visits to hospitals, nursing homes, and EMS). Routings are used to identify and quantify frequent users, recognizing frail elderly users as a focal group. The structure of these routes was analyzed at the patient and group levels, aiming to gain insight into regional coordination issues and workload distributions among health care providers. RESULTS: Frail elderly users aged 70 years or more represented over 50% of frequent users, making 4 or more calls per year. Over the period of observation, their annual number and the number of calls increased from 395 to 628 and 2607 to 3615, respectively. Structural analysis based on process mining revealed two categories of frail elderly users: low-complexity patients who need dialysis, radiation therapy, or hyperbaric medicine, involving a few health care providers, and high-complexity patients for whom routings appear chaotic. CONCLUSIONS: This efficient approach exploits the role of EMS as the unique regional ""ferryman,"" while the combined use of EMS data and process mining allows for the effective and efficient tracing of frequent users' utilization of health care services. The approach informs regional policymakers and clinicians by quantifying and detailing frequent user consumption patterns to support subsequent policy adaptations."		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		236	Journal Of Medical Internet Research		236	maruster,laura	Maruster	Laura	0.0	2.0	2.0	0.0
112	113	Epidemiology Of Hpb Malignancy In The Elderly.	2021.0	147	10.1016/j.ejso.2020.03.222	32360064.0		147	47	3 Pt A	503	The incidence of hepatopancreatobiliary (HPB) cancers is increasing worldwide. Despite improvements in cancer surveillance and earlier access to therapy, these cancers still have poor survival rates, especially in elderly patients. There are several challenges in elucidating the epidemiology of these malignancies especially in view of the heterogeneous exposure to recognised risk factors and the coding systems used. Early diagnosis, crucial to improved survival, remains challenging as many patients present sporadically. Furthermore, the indolent nature of these tumours means they tend to present late, when curative treatments are no longer an option. Importantly, even when patients are diagnosed early and treated with curative intent, recurrence rates remain high. HPB cancers display a heterogenous molecular profile resulting in poorly effective systemic therapies in patients for whom curative treatments cannot be considered. Globally, people now live longer, and it is predicted that the population of individuals older than 85 will double by 2033. With increasing age comes increased cancer risk. There is a plethora of recognised challenges in elderly patients presenting with cancer and this is no different with HPB cancers. Complex co-morbidities including chronic disease, polypharmacy, cognitive decline and increasing psychosocial needs confer an extra layer of complexity in the management of this elderly sub population. The frailty that usually accompanies advancing age often means that patients take longer to recover and develop more complications after cancer therapies. In this article, we review the epidemiology of malignant HPB tumours with a focus on the elderly.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		147	European Journal Of Surgical Oncology: The Journal Of The European Society Of Surgical Oncology And The British Association Of Surgical Oncology		147	pericleous,marinos	Pericleous	Marinos	0.0	2.0	1.0	0.0
119	120	Frailty Predicts Outcome Of Partial Nephrectomy And Guides Treatment Decision Towards Active Surveillance And Tumor Ablation.	2021.0	155	10.1007/s00345-020-03556-7	33515329.0		155	39	8	2843	PURPOSE: To examine frailty and comorbidity as predictors of outcome of nephron sparing surgery (NSS) and as decision tools for identifying candidates for active surveillance (AS) or tumor ablation (TA). METHODS: Frailty and comorbidity were assessed using the modified frailty index of the Canadian Study of Health and Aging (11-CSHA) and the age-adjusted Charlson-Comorbidity Index (aaCCI) as well as albumin and the radiological skeletal-muscle-index (SMI) in a cohort of nâ€‰=â€‰447 patients with localized renal masses. Renal tumor anatomy was classified according to the RENAL nephrometry system. Regression analyses were performed to assess predictors of surgical outcome of patients undergoing NSS as well as to identify possible influencing factors of patients undergoing alternative therapies (AS/TA). RESULTS: Overall 409 patient underwent NSS while 38 received AS or TA. Patients undergoing TA/AS were more likely to be frail or comorbid compared to patients undergoing NSS (aaCCI: pâ€‰<â€‰0.001, 11-CSHA: pâ€‰<â€‰0.001). Gender and tumor complexity did not vary between patients of different treatment approach. 11-CSHA and aaCCI were identified as independent predictors of major postoperative complications (11-CSHAâ€‰â‰¥â€‰0.27: ORâ€‰=â€‰3.6, pâ€‰=â€‰0.001) and hospital re-admission (aaCCIâ€‰â‰¥â€‰6: ORâ€‰=â€‰4.93, pâ€‰=â€‰0.003) in the NSS cohort. No impact was found for albumin levels and SMI. An aaCCIâ€‰>â€‰6 and/or 11-CSHAâ€‰â‰¥â€‰0.27 (ORâ€‰=â€‰9.19, pâ€‰<â€‰0.001), a solitary kidney (ORâ€‰=â€‰5.43, pâ€‰=â€‰0.005) and hypoalbuminemia (ORâ€‰=â€‰4.6, pâ€‰=â€‰0.009), but not tumor complexity, were decisive factors to undergo AS or TA rather than NSS. CONCLUSION: In patients with localized renal masses, frailty and comorbidity indices can be useful to predict surgical outcome and support decision-making towards AS or TA.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		155	World Journal Of Urology		155	walach,m.t	Walach	M T	0.0	2.0	2.0	0.0
305	306	Decisions On Antibiotic Prescribing For Suspected Urinary Tract Infections In Frail Older Adults: A Qualitative Study In Four European Countries.	2022.0	296	10.1093/ageing/afac134	35697352.0		178	51	6	None	BACKGROUND: a suspected urinary tract infection (UTI) is the most common reason to prescribe antibiotics in a frail older patient. Frequently, antibiotics are prescribed unnecessarily. To increase appropriate antibiotic use for UTIs through antibiotic stewardship interventions, we need to thoroughly understand the factors that contribute to these prescribing decisions. OBJECTIVES: (1) to obtain insight into factors contributing to antibiotic prescribing for suspected UTIs in frail older adults. (2) To develop an overarching model integrating these factors to guide the development of antibiotic stewardship interventions for UTIs in frail older adults. METHODS: we conducted an exploratory qualitative study with 61 semi-structured interviews in older adult care settings in Poland, the Netherlands, Norway and Sweden. We interviewed physicians, nursing staff, patients and informal caregivers. RESULTS: participants described a chain of decisions by patients, caregivers and/or nursing staff preceding the ultimate decision to prescribe antibiotics by the physician. We identified five themes of influence: (1) the clinical situation and its complexity within the frail older patient, (2) diagnostic factors, such as asymptomatic bacteriuria, (3) knowledge (gaps) and attitude, (4) communication: interprofessional, and with patients and relatives and (5) context and organisation of care, including factors such as availability of antibiotics (over the counter), antibiotic stewardship efforts and factors concerning out-of-hours care. CONCLUSIONS: decision-making on suspected UTIs in frail older adults is a complex, multifactorial process. Due to the diverse international setting and stakeholder variety, we were able to provide a comprehensive overview of factors to guide the development of antibiotic stewardship interventions.		2023-01-03 03:44:57	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		178	Age And Ageing		296	hartman,esther.a.r	Hartman	Esther A R	0.0	2.0	1.0	0.0
208	209	Dynamical Indicators Of Resilience From Physiological Time Series In Geriatric Inpatients: Lessons Learned.	2021.0	263	10.1016/j.exger.2021.111341	33838217.0		21	149		111341	The concept of physical resilience may help geriatric medicine objectively assess patients' ability to 'bounce back' from future health challenges. Indicators putatively forecasting resilience have been developed under two paradigms with different perspectives: Critical Slowing Down and Loss of Complexity. This study explored whether these indicators validly reflect the construct of resilience in geriatric inpatients. Geriatric patients (nÂ =Â 121, 60% female) had their heart rate and physical activity continuously monitored using a chest-worn sensor. Indicators from both paradigms were extracted from both physiological signals. Measures of health functioning, concomitant with low resilience, were obtained by questionnaire at admission. The relationships among indicators and their associations with health functioning were assessed by correlation and linear regression analyses, respectively. Greater complexity and higher variance in physical activity were associated with lower frailty (Î²Â =Â -0.28, pÂ =Â .004 and Î²Â =Â -0.37, pÂ <Â .001, respectively) and better ADL function (Î²Â =Â 0.23, pÂ =Â .022 and Î²Â =Â 0.38, pÂ <Â .001). The associations of physical activity variance with health functioning were not in the expected direction based on Critical Slowing Down. In retrospect, these observations stress the importance of matching the resilience paradigm's assumptions to the homeostatic role of the variable monitored. We present several lessons learned.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		21	Experimental Gerontology		263	rector,jerrald.l	Rector	Jerrald L	0.0	2.0	2.0	0.0
