id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id	name	nurs	id	name	lastname	firstname
73	Interventions To Reduce Hospital Length Of Stay In High-Risk Populations: A Systematic Review.	2021	79	10.1001/jamanetworkopen.2021.25846	34542615		79	4	9	e2125846	IMPORTANCE: Many strategies to reduce hospital length of stay (LOS) have been implemented, but few studies have evaluated hospital-led interventions focused on high-risk populations. The Agency for Healthcare Research and Quality (AHRQ) Learning Health System panel commissioned this study to further evaluate system-level interventions for LOS reduction. OBJECTIVE: To identify and synthesize evidence regarding potential systems-level strategies to reduce LOS for patients at high risk for prolonged LOS. EVIDENCE REVIEW: Multiple databases, including MEDLINE and Embase, were searched for English-language systematic reviews from January 1, 2010, through September 30, 2020, with updated searches through January 19, 2021. The scope of the protocol was determined with input from AHRQ Key Informants. Systematic reviews were included if they reported on hospital-led interventions intended to decrease LOS for high-risk populations, defined as those with high-risk medical conditions or socioeconomically vulnerable populations (eg, patients with high levels of socioeconomic risk, who are medically uninsured or underinsured, with limited English proficiency, or who are hospitalized at a safety-net, tertiary, or quaternary care institution). Exclusion criteria included interventions that were conducted outside of the hospital setting, including community health programs. Data extraction was conducted independently, with extraction of strength of evidence (SOE) ratings provided by systematic reviews; if unavailable, SOE was assessed using the AHRQ Evidence-Based Practice Center methods guide. FINDINGS: Our searches yielded 4432 potential studies. We included 19 systematic reviews reported in 20 articles. The reviews described 8 strategies for reducing LOS in high-risk populations: discharge planning, geriatric assessment, medication management, clinical pathways, interdisciplinary or multidisciplinary care, case management, hospitalist services, and telehealth. Interventions were most frequently designed for older patients, often those who were frail (9 studies), or patients with heart failure. There were notable evidence gaps, as there were no systematic reviews studying interventions for patients with socioeconomic risk. For patients with medically complex conditions, discharge planning, medication management, and interdisciplinary care teams were associated with inconsistent outcomes (LOS, readmissions, mortality) across populations. For patients with heart failure, clinical pathways and case management were associated with reduced length of stay (clinical pathways: mean difference reduction, 1.89 [95% CI, 1.33 to 2.44] days; case management: mean difference reduction, 1.28 [95% CI, 0.52 to 2.04] days). CONCLUSIONS AND RELEVANCE: This systematic review found inconsistent results across all high-risk populations on the effectiveness associated with interventions, such as discharge planning, that are often widely used by health systems. This systematic review highlights important evidence gaps, such as the lack of existing systematic reviews focused on patients with socioeconomic risk factors, and the need for further research.		2022-10-04 23:33:09	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		79	Jama Network Open		79	siddique,shazia.mehmood	Siddique	Shazia Mehmood
74	Overtreating Alzheimer'S Disease.	2021	80	10.14283/jpad.2020.74	33569572		80	8	2	234	The management of frailty in older persons is not easy, implying interventions beyond the simple prescription of medications. Biological complexity, multimorbidity, polypharmacy, and social issues often hamper the possibility to directly translate the evidence coming from research into clinical practice. Frailty indeed represents the most relevant cause of the “evidence-based medicine issue” influencing clinical decisions in geriatric care. Today, patients with Alzheimer’s disease (AD) are much older and frailer than some decades ago. They also tend to have more drugs prescribed. In parallel, research on AD has evolved over the years, hypothesizing that anticipating the interventions to the earliest stages of the disease may provide beneficial effects (to date, still lacking). In this article, we argue that, by focusing exclusively on “the disease” and pushing to anticipate its detection (sometimes even before the appareance of its clinical manifestations) may overshadow the person’s values and priorities. Research should be developed for better integrating the concept of aging and frailty in the design of clinical trials in order to provide results that can be implemented in real life. On the other hand, clinicians should be less prone to the easy (but unsupported by evidence) pharmacological prescription.		2022-10-04 23:33:09	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		80	The Journal Of Prevention Of Alzheimer'S Disease		80	canevelli,m	Canevelli	M
75	Gut Microbiome, Vitamin D, Ace2 Interactions Are Critical Factors In Immune-Senescence And Inflammaging: Key For Vaccine Response And Severity Of Covid-19 Infection.	2022	81	10.1007/s00011-021-01510-w	34738147		81	71	1	13	"BACKGROUND: The SARS-CoV-2 pandemic continues to spread sporadically in the Unites States and worldwide. The severity and mortality excessively affected the frail elderly with co-existing medical diseases. There is growing evidence that cross-talk between the gut microbiome, Vitamin D and RAS/ACE2 system is essential for a balanced functioning of the elderly immune system and in regulating inflammation. In this review, we hypothesize that the state of gut microbiome, prior to infection determines the outcome associated with COVID-19 sepsis and may also be a critical factor in success to vaccination. METHODS: Articles from PubMed/Medline searches were reviewed using a combination of terms ""SARS-CoV-2, COVID-19, Inflammaging, Immune-senescence, Gut microbiome, Vitamin D, RAS/ACE2, Vaccination"". CONCLUSION: Evidence indicates a complex association between gut microbiota, ACE-2 expression and Vitamin D in COVID-19 severity. Status of gut microbiome is highly predictive of the blood molecular signatures and inflammatory markers and host responses to infection. Vitamin D has immunomodulatory function in innate and adaptive immune responses to viral infection. Anti-inflammatory functions of Vit D include regulation of gut microbiome and maintaining microbial diversity. It promotes growth of gut-friendly commensal strains of Bifida and Fermicutus species. In addition, Vitamin D is a negative regulator for expression of renin and interacts with the RAS/ ACE/ACE-2 signaling axis. Collectively, this triad may be the critical, link in determination of outcomes in SARS-CoV-2 infection. The presented data are empirical and informative. Further research using advanced systems biology techniques and artificial intelligence-assisted integration could assist with correlation of the gut microbiome with sepsis and vaccine responses. Modulating these factors may impact in guiding the success of vaccines and clinical outcomes in COVID-19 infections."		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		81	Inflammation Research: Official Journal Of The European Histamine Research Society   [Et Al.]		81	shenoy,santosh	Shenoy	Santosh
76	Blood Pressure, Frailty And Dementia.	2021	82	10.1016/j.exger.2021.111557	34537278		28	155		111557	High blood pressure (BP) affects 75% of people aged over 70. Ageing alters BP homeostasis, resulting in postural hypotension and increased BP variability. Co-morbidity and frailty add complexity to understanding BP changes in later life. Longitudinal BP declines are likely driven by accumulating co-morbidity and are accelerated in both frailty and dementia. This narrative review summarises what is known about the association between BP and frailty, the clinical management of BP in frailty and the association between BP, cognitive decline and dementia.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		28	Experimental Gerontology		82	masoli,jane.a.h	Masoli	Jane A H
77	Adverse Drug Reactions In Older Adults: A Narrative Review Of The Literature.	2021	83	10.1007/s41999-021-00481-9	33738772		83	12	3	463	PURPOSE: Adverse drug reactions (ADRs) represent a common and potentially preventable cause of unplanned hospitalization, increasing morbidity, mortality, and healthcare costs. We aimed to review the classification and occurrence of ADRs in the older population, discuss the role of age as a risk factor, and identify interventions to prevent ADRs. METHODS: We performed a narrative scoping review of the literature to assess classification, occurrence, factors affecting ADRs, and possible strategies to identify and prevent ADRs. RESULTS: Adverse drug reactions (ADRs) are often classified as Type A and Type B reactions, based on dose and effect of the drugs and fatality of the reaction. More recently, other approaches have been proposed (i.e. Dose, Time and Susceptibility (DoTS) and EIDOS classifications). The frequency of ADRs varies depending on definitions, characteristics of the studied population, and settings. Their occurrence is often ascribed to commonly used drugs, including anticoagulants, antiplatelet agents, digoxin, insulin, and non-steroidal anti-inflammatory drugs. Age-related factors-changes in pharmacokinetics, multimorbidity, polypharmacy, and frailty-have been related to ADRs. Different approaches (i.e. medication review, software identifying potentially inappropriate prescription and drug interactions) have been suggested to prevent ADRs and proven to improve the quality of prescribing. However, consistent evidence on their effectiveness is still lacking. Few studies suggest that a comprehensive geriatric assessment, aimed at identifying individual risk factors, patients' needs, treatment priorities, and strategies for therapy optimization, is key for reducing ADRs. CONCLUSIONS: Adverse drug reactions (ADRs) are a relevant health burden. The medical complexity that characterizes older patients requires a holistic approach to reduce the burden of ADRs in this population.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		83	European Geriatric Medicine		83	zazzara,maria.beatrice	Zazzara	Maria Beatrice
78	Pre-Frailty And Frailty In Dialysis And Pre-Dialysis Patients: A Systematic Review Of Clinical And Biochemical Markers.	2021	84	10.3390/ijerph18189579	34574503		15	18	18	None	Patients under dialysis are known to be more vulnerable to frailty, a dynamic geriatric syndrome defined as a state of vulnerability to stressors, due to numerous metabolic changes. With rise of life expectancy globally, it is important to understand the complexity of the pathophysiology of frailty and identify possible markers that can help with the prognosis and diagnosis of frailty. The aim of this systematic review is to give an overview of the knowledge regarding clinical and biochemical markers associated with pre-frailty and frailty in dialysis and pre-dialysis patients. In November 2020, PubMed, Embase and Web of Science were searched. Studies regarding biomarkers associated with (pre-)frailty in (pre-)dialysis patients were included. This systematic review identified clinical and biochemical markers in pre-frail and frail patients under dialysis or pre-dialysis published in the literature. This study shows that more investigation is necessary to identify markers that can differentiate these processes to be used as a diagnostic and prognostic tool in routine care and management of geriatric needs. Interventions that can improve health outcomes in pre-frail and frail older adults under dialysis or pre-dialysis are essential to improve not only the individual's quality of life but also to reduce the burden to the health systems.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		15	International Journal Of Environmental Research And Public Health		84	pereira,ana	Pereira	Ana
79	Aortic Valve Stenosis And Cancer: A Common And Complex Association.	2021	85	10.1080/14779072.2021.1902306	33688784		85	19	4	289	Introduction. The prevalence of aortic valve stenosis (AS) and malignancy are both high, especially in elderly people and in developed countries. These two conditions frequently coexist and share the same risk factors as atherosclerotic disease.Area covered. The progression of calcified AS may be accelerated by both cardiovascular risk factors and cancer treatments, such as radiotherapy. The standard treatment for symptomatic severe AS is surgical aortic valve replacement; however, in cancer patients, transcatheter implantation may be preferred as they are often at high-risk for cardiac surgery. In patients with AS and cancer, physicians may face difficult treatment decisions.To date, there is limited information on the impact of malignancy on outcomes in patients with severe AS; hence, there is no established treatment policy.Expert Opinion. Treating clinicians must integrate complex information about the severity of valve disease and expected cardiac outcomes with information regarding the cancer prognosis and the need for specific treatment, including surgery. Other comorbidities, age and frailty also contribute to decision-making about whether, when, and how to perform aortic valve replacement.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		85	Expert Review Of Cardiovascular Therapy		85	frattini,silvia	Frattini	Silvia
80	Association Of Frailty And Pre-Frailty With Increased Risk Of Mortality Among Older Canadians.	2021	86	10.25318/82-003-x202100400002-eng	33881275		86	32	4	15	BACKGROUND: Frailty is a complex syndrome that is associated with aging but not synonymous with the normal aging process. It has been associated with all-cause mortality, but less is known about frailty and mortality from specific causes. DATA AND METHODS: Data from the 2013 and 2014 Canadian Community Health Survey (CCHS) linked to the Canadian Vital Statistics - Death Database were used to estimate the prevalence of frailty among Canadians aged 65 or older. Levels of frailty were based on validated cut-points for the 30-item frailty index. The relationship of frailty to mortality risk during the period of three to five years following the CCHS interview was assessed with Cox proportional hazards models adjusted for sociodemographic factors and health behaviours. Associations between frailty and mortality from neoplasms, circulatory diseases and disease of the respiratory system were examined in separate models. RESULTS: An estimated 1.1 million (22%) community-dwelling older adults were frail in 2013 and 2014, and another 1.6 million (32%) were considered pre-frail. Frailty was more common among females than males and among those in older age groups. The risk of mortality increased significantly with increasing levels of frailty, even after accounting for sociodemographic factors and health behaviours. This was the case for all-cause mortality, as well as for death from three major underlying causes-neoplasms, and diseases of the circulatory and respiratory systems. DISCUSSION: Even individuals who were classified as pre-frail had an increased risk of mortality overall and from three leading causes compared with those who were robust, demonstrating the importance of screening community-dwelling older adults for frailty.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		86	Health Reports		86	gilmour,heather	Gilmour	Heather
81	Frailty: The Current Challenge For Aging People With Hiv.	2021	87	10.1097/COH.0000000000000677	33833208		87	16	3	133	PURPOSE OF REVIEW: Older adults account for the majority of people with HIV (PWH) in high-income countries and have increasingly complex clinical profiles related to premature aging. Frailty is an important geriatric syndrome affecting a minority of PHW. Frailty negatively affects PHW's clinical status and quality of life. This review will update care providers on the current state of frailty that limits the healthspan of PWH. RECENT FINDINGS: Ongoing low-level HIV replication in treated PWH leads to immune activation and chronic inflammation contributing to the destabilization of normally autoregulated physiologic systems in response to environmental and biologic challenges characteristic of frailty. Understanding these underlying mechanisms will determine potential intervention options. Potentially reversible risk factors that promote progression to and reversion from the dynamic state of frailty are being studied and will help prevent frailty. Simple assessment tools and treatment strategies for frailty are being adapted for aging PWH. SUMMARY: Insight into underlying biologic mechanisms and adapting proven geriatric principles of interdisciplinary care will inform the healthy aging of PWH.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		87	Current Opinion In Hiv And Aids		87	falutz,julian	Falutz	Julian
82	Social Factors Influencing Utilization Of Home Care In Community-Dwelling Older Adults: A Scoping Review.	2021	89	10.1186/s12877-021-02069-1	33639856		23	21	1	145	BACKGROUND: Older adults want to live at home as long as possible, even in the face of circumstances that limit their autonomy. Home care services reflect this emergent preference, allowing older adults to 'age in place' in familiar settings rather than receiving care for chronic health conditions or ageing needs in an institutionalized setting. Numerous social factors, generally studied in isolation, have been associated with home care utilization. Even so, social circumstances are complex and how these factors collectively influence home care use patterns remains unclear. OBJECTIVES: To provide a broad and comprehensive overview of the social factors influencing home care utilization; and to evaluate the influence of discrete social factors on patterns of home care utilization in community-dwelling older adults in high-income countries. METHODS: A scoping review was conducted of six electronic databases for records published between 2010 and 2020; additional records were obtained from hand searching review articles, reference lists of included studies and documents from international organisations. A narrative synthesis was presented, complemented by vote counting per social factor, harvest plots and an evaluation of aggregated findings to determine consistency across studies. RESULTS: A total of 2,365 records were identified, of which 66 met inclusion criteria. There were 35 discrete social factors grouped into four levels of influence using a socio-ecological model (individual, relationship, community and societal levels) and grouped according to outcome of interest (home care propensity and intensity). Across all studies, social factors consistently showing any association (positive, negative, or equivocal in pattern) with home care propensity were: age, ethnicity/race, self-assessed health, insurance, housing ownership, housing problems, marital status, household income, children, informal caregiving, social networks and urban/rural area. Age, education, personal finances, living arrangements and housing ownership were associated with home care intensity, also with variable patterns in utilization. Additional community and societal level factors were identified as relevant but lacking consistency across the literature; these included rurality, availability of community services, methods of financing home care systems, and cultural determinants. CONCLUSION: This is the first literature review bringing together a wide range of reported social factors that influence home care utilization. It confirms social factors do influence home care utilization in complex interactions, distinguishes level of influences at which these factors affect patterns of use and discusses policy implications for home care reform.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		23	Bmc Geriatrics		89	mah,jasmine.c	Mah	Jasmine C
83	Considering Frailty In Sars-Cov-2 Vaccine Development: How Geriatricians Can Assist.	2021	90	10.2147/CIA.S295522	33953551		90	16		731	The COVID-19 pandemic has disproportionately impacted frail older adults, especially residents of long-term care (LTC) facilities. This has appropriately led to prioritization of frail older adults and LTC residents, and those who care for them, in the vaccination effort against COVID-19. Older adults have distinct immunological, clinical, and practical complexity, which can be understood through a lens of frailty. Even so, frailty has not been considered in studies of COVID-19 vaccines to date, leading to concerns that the vaccines have not been optimally tailored for and evaluated in this population even as vaccination programs are being implemented. This is an example of how vaccines are often not tested in Phase 1/2/3 clinical trials in the people most in need of protection. We argue that geriatricians, as frailty specialists, have much to contribute to the development, testing and implementation of COVID-19 vaccines in older adults. We discuss roles for geriatricians in ten stages of the vaccine development process, covering vaccine design, trial design, trial recruitment, establishment and interpretation of illness definitions, safety monitoring, consideration of relevant health measures such as frailty and function, analysis methods to account for frailty and differential vulnerability, contributions in regulatory and advisory roles, post-marketing surveillance, and program implementation and public health messaging. In presenting key recommendations pertinent to each stage, we hope to contribute to a dialogue on how to push the field of vaccinology to embrace the complexity of frailty. Making vaccines that can benefit frail older adults will benefit everyone in the fight against COVID-19.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		90	Clinical Interventions In Aging		90	andrew,melissa.k	Andrew	Melissa K
84	Geriatric Assessments And Frailty Scores In Multiple Myeloma Patients: A Needed Tool For Individualized Treatment?	2021	91	10.1097/CCO.0000000000000792	34534141		91	33	6	648	PURPOSE OF REVIEW: Multiple myeloma is a disease of elderly adults. Improvement in survival has occurred because of biological insights and novel agents. Therapeutic options involve choices today, thus have become more complex. Demographics have led to an increased number of elderly patients and age may be associated with a poorer outcome but is not the only prognostic predictor today. RECENT FINDINGS: To evaluate patients' health status rather than their chronological age alone, frailty scores and functional geriatric assessments are used to identify prognostic groups, avoid adverse events, compare clinical trials and tailor treatment. As most clinical trials exclude frail elderly patients, those enrolled therein are often younger and healthier than the typical multiple myeloma patient. This represents a challenge for frail cohorts because of their increased risk of adverse events, overtreatment and undertreatment and/or therapy discontinuation, which may lead to poorer survival and quality of life (QoL). Reassessing patients' status via geriatric assessments is also relevant during treatment to adjust interventions appropriately. SUMMARY: Integrating geriatric assessments may lead to individual treatment decisions, dose adjustments, better clinical outcome and QoL. Prospective clinical trials that enroll elderly multiple myeloma patients with comorbidities, incorporate frailty scores/geriatric assessments and help with prognostication, adverse event avoidance and QoL maintenance, remain warranted.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		91	Current Opinion In Oncology		91	möller,mandy-deborah	Möller	Mandy-Deborah
85	Prioritizing Movement To Address The Frailty Phenotype In Heart Failure.	2021	92	10.1016/j.pcad.2021.01.005	33556427		92	67		26	Frailty is a highly prevalent multisystem syndrome in older adults with heart failure (HF) and is associated with poor clinical prognosis and increased complexity of care. While frailty is neither disease nor age specific, it is a clinical manifestation of aging-related processes that reflects a reduced physiological ability to tolerate and recover from stress associated with aging, disease, or therapy. Within this context, physical frailty, which is distinctly oriented to physical functional domains (e.g., muscle weakness, slowness, and low activity), has been recognized as a critical vital sign in older persons with HF. Identification and routine assessment of physical frailty, using objective physical performance measures, may guide the course of patient-centered treatment plans that maximize the likelihood of improving clinical outcomes in older HF patients. Exercise-based rehabilitation is a primary therapy to improve cardiovascular health in patients with HF; however, the limited evidence supporting the effectiveness of exercise tailored to older and frail HF patients underscores the current gaps in management of their care. Interdisciplinary exercise interventions designed with consideration of physical frailty as a therapeutic target may be an important strategy to counteract functional deficits characteristic of frailty and HF, and to improve patient-centered outcomes in this population. The purpose of this current review is to provide a better understanding of physical frailty and its relation to management of care in older patients with HF. Implications of movement-based interventions, including exercise and physical rehabilitation, to prevent or reverse physical frailty and improve clinical outcomes will further be discussed.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		92	Progress In Cardiovascular Diseases		92	laddu,deepika.r	Laddu	Deepika R
86	Unruptured Cerebral Aneurysms In Elderly Patients: Key Challenges And Management.	2021	93	10.1080/07853890.2021.1990393	34664535		93	53	1	1839	Unruptured cerebral aneurysms are increasingly identified in elderly patients as the global life expectancy continues to rise and non-invasive vascular imaging becomes more prevalent. The optimal management of unruptured aneurysms in elderly patients remains controversial. Variability in life expectancy, comorbidities and rupture risk coupled with heterogenous endovascular and surgical treatments contribute to a paucity of clear guidelines, and current management is highly individualized. Elderly patients present unique considerations including frailty, cognitive dysfunction, vasculopathy, reduced life expectancy and overall worse prognosis in case of rupture which shape the risks and likelihood of success of endovascular and microsurgical treatment. In this review, we provide a comprehensive overview of unruptured cerebral aneurysms in the elderly, with a particular focus on the natural history, key challenges associated with advanced age, management and future innovations to further refine treatment.Key MessagesThe management of unruptured cerebral aneurysms in elderly patients remains controversial.Key challenges including frailty, cognitive dysfunction, reduced life expectancy, vasculopathy and poor prognosis with aneurysm rupture add complexity to endovascular and surgical decision making not encountered with younger demographics.A thorough understanding of available treatment options, likelihood of treatment success and associated risks weighed against the risk of aneurysm rupture informs patient discussion and management.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		93	Annals Of Medicine		93	caffes,nicholas	Caffes	Nicholas
87	Basic Science Of Frailty-Biological Mechanisms Of Age-Related Sarcopenia.	2021	94	10.1213/ANE.0000000000005096	32769382		94	132	2	293	Aging is associated with loss of function across organ systems, contributing to systemic frailty. Loss of skeletal muscle mass and function, in particular, is a major source of frailty in older adults, severely impacting quality of life. Some loss of muscle mass and strength with aging is inevitable, and sarcopenia, the severe loss of muscle mass with aging, is common. Sarcopenia is determined in part by genetics but can be modified by lifestyle choices. The pathophysiologic underpinnings of sarcopenia are complex and multifactorial. In this review, the causes of sarcopenia are surveyed at the systems, cell, subcellular, and molecular levels with emphasis on the interplay between these various causes of this degenerative disease process.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		94	Anesthesia And Analgesia		94	csete,marie.e	Csete	Marie E
88	Frailty Status And Polypharmacy Predict All-Cause Mortality In Community Dwelling Older Adults In Europe.	2021	95	10.3390/ijerph18073580	33808273		15	18	7	None	European population ageing is associated with frailty, a complex geriatric syndrome, and polypharmacy, both resulting in adverse health outcomes. In this study we aimed to evaluate the impact of frailty and polypharmacy, on mortality rates, within 30 months, using a cohort of SHARE participants aged 65 years old or more. Frailty was assessed using a version of Fried's phenotype criteria operationalized to SHARE while polypharmacy was defined as taking five or more drugs per day. We found a prevalence of 40.4% non-frail, 47.3% pre-frail and 12.3% frail participants. Moreover, a prevalence of polypharmacy of 31.3% was observed, being 3 three times more prevalent in frail individuals and two times in pre-frail individuals, when compared with non-frail. Individuals with both conditions had shown higher mortality rates. Comparing with non-polymedicated non-frail individuals all the other conditions are more prone to die within 30 months. Polymedicated older and male participants exhibited also higher mortality rates. This work shows polypharmacy and frailty to be associated with a higher risk of all-cause of mortality and highlights the need to decrease 'unnecessary' polypharmacy to reduce drug-related issues and also the need to assess frailty early to prevent avoidable adverse outcomes.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		15	International Journal Of Environmental Research And Public Health		95	midão,luís	Midão	Luís
89	Frailty Index For Prediction Of Surgical Outcome In Ovarian Cancer: Results Of A Prospective Study.	2021	96	10.1016/j.ygyno.2021.02.012	33608143		96	161	2	396	BACKGROUND: Complete macroscopic tumor resection is the strongest prognostic factor for patients with ovarian cancer, which requires complex surgery for achievement. Based on the mostly advanced tumor stage and high symptom burden many patients are classified as frail which may limit optimal surgical outcome. Aim of this study is to evaluate the predictive ability of Frailty Index for surgical outcomes in patients with ovarian cancer. METHODS: This prospective study enrolled patients with ovarian cancer undergoing cytoreductive surgery. We classified frailty proposed by Mitnitski et al. regarding the cumulative deficit model of frailty. Utilizing Receiver Operator Characteristic (ROC) analysis and logistic regression, we determined predictive clinical factors for severe postoperative complications. The Kaplan-Meier method and log-rank test were used for overall survival analysis. RESULTS: Out of f 144 enrolled patients, the overall prevalence of frailty based on a Frailty Index >0.26 and Frailty Index >0.15 was 33% and 74%, respectively. The logistic regression shows that frail patients with a Frailty Index >0.26 (Odds ratio (OR): 3.64, 95% CI: 1.34-9.85, p = 0.01), ECOG PS > 1 (OR 6.33, 95% CI:1.31-30.51, p = 0.02) and high surgical complexity score (OR 8.86, 95% CI:1.88-41.76, p = 0.006) had a significant higher risk for severe postoperative complications. According to multivariable cox regression Frailty Index >0.15 (hazard ratio (HR) (HR 1.87, 95% CI: 1.01-3.47, p = 0.048), residual tumor <1 cm (HR 2.75, 95%CI: 1.53-4.99, p = 0.001), residual tumor >1 cm (HR 5.00, 95% CI: 2.74-9.13, p < 0.001) and albumin<35.5 g/dl (HR 1.92, 95% CI: 1.08-3.43, p = 0.03) resulted as significant parameters for poor overall survival. Resulted as significant parameters for poor overall survival. CONCLUSION: Next to surgical complexity score, ECOG PS > 1 and recurrent surgery, Frailty Index >0.26 is associated with severe postoperative complications in patients with ovarian cancer. Besides tumor residuals and low albumin levels a Frailty Index >0.15 predicts poor survival.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		96	Gynecologic Oncology		96	inci,melisa.guelhan	Inci	Melisa Guelhan
90	Comprehensive Geriatric Assessment In Older Adults With Cancer: Recommendations By The Italian Society Of Geriatrics And Gerontology (Sigg).	2021	97	10.1111/eci.13347	32648990		97	51	1	e13347	INTRODUCTION: Optimizing the approach to older adults with cancer is now a priority given the increasing frequency of new cancer diagnoses that are made in the older population. The comprehensive geriatric assessment (CGA) represents the gold-standard for (1) defining prognosis and ability to withstand cancer treatments, (2) exploring the multiple aspects that define the complexity of frail older persons, and (3) designing person-tailored interventions. MATERIALS AND METHODS: In this document, based on a comprehensive revision of the literature, the Italian Society for Geriatrics and Gerontology proposes a CGA model (ONCOGER CGA) to be adopted by oncology centers for their routine approach to older patients with cancer. RESULTS AND DISCUSSION: A widespread use of this standardized CGA format will facilitate comparisons across institutions, promote studies based on a multidimensional patient assessment, and foster the inclusion of geriatric endpoints in oncological clinical trials. Furthermore, we predict that the use of a standardized CGA approach will increase the integration of geriatricians into oncology care teams with the final result of improving therapeutic choices and clinical outcomes.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		97	European Journal Of Clinical Investigation		97	fusco,domenico	Fusco	Domenico
91	Patient-Reported Outcome And Experience Measures In Geriatric Emergency Medicine.	2021	98	10.1007/s00391-020-01777-4	32939573		98	54	2	122	Older people with frailty and health crises have complex physical and social needs. Modern emergency care systems are fast-flowing, using protocols optimised for single-problem presentations. Systems must incorporate individualised care to best serve people with multiple problems. Healthcare quality is typically appraised with service metrics, such as department length of stay and mortality. Worldwide, patient-reported outcome measures (PROM) and patient-reported experience measures (PREM) are increasingly used in research, service development and performance evaluation, paving the ground for their use to support individual clinical decision-making. The PROMs and PREMs are person-centred metrics, which inform healthcare decisions at the individual level and which at the strategic level drive improvement through comparison of interprovider effectiveness. To date, there is no PROM or PREM specifically developed for older people with frailty and emergency care needs.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		98	Zeitschrift Fur Gerontologie Und Geriatrie		98	van oppen,james.d	van Oppen	James D
92	Induction Therapy Strategies In The Transplant-Ineligible Population.	2021	99	10.1097/PPO.0000000000000520	34549907		99	27	3	196	Multiple myeloma (MM), a plasma cell malignancy, accounts for ~10% of hematologic malignancies and predominantly affects the older population. It exhibits a heterogeneous biology and a complex genetic phenotype that affect patient prognosis. The treatment of MM has evolved significantly over the last decade with the use of autologous stem cell transplantation and several novel agents. Consequently, outcomes have improved in this time period, with the most impact in younger patients. Management of MM in elderly frail patients requires a thoughtful approach as majority of these patients carry multiple comorbidities and are precluded from high-dose chemotherapy and autologous stem cell transplantation-accounting for the more modest improvement in outcomes. Assessing transplant eligibility and performance status is a critical first step. Subsequently, the choice of frontline therapy in transplant-ineligible frail patients must balance efficacy with adverse effects to optimize quality of life. Here, we review the current state of induction regimens in this patient population.		2022-10-04 23:33:09	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		99	Cancer Journal (Sudbury, Mass.)		99	attar,narsis	Attar	Narsis
