PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Vina-Garcia-Bericua, Maria; Roman-Medina, Isabel								The role of the geriatric nurse specialist as a key response in the care of the elderly, chronicity, complex chronicity and its consequences on dependence								ENFERMERIA CLINICA				29	6			381	384		10.1016/j.enfcli.2019.09.013				NOV-DEC 2019	2019	Aging together with multimorbidity, polymedication and various social factors are some of the determinants that lead to increasing complexity of care in the elderly, thus making it difficult for health systems to meet their needs.To approach this new and growing scenario of care for the elderly, the formal health and social care systems must define specific jobs for geriatric nursing specialists trained to address the needs of older people from a perspective of comprehensive care, both for healthy aging, and for the different health problems of this population group, characterized by the consequences of aging and chronicity, towards dependence, and develop the powers established by law in the framework of an interdisciplinary team, for those who have been trained and accredited, thus adding value to the response that health systems have to provide for this growing problem of the 'aging-chronicity-dependence' triad. (C) 2019 Elsevier Espana, S.L.U. All rights reserved.									0	0	0	0	0	0	0			1130-8621	1579-2013		WOS:000496540400010	31672286	
J	Sundler, Annelie J.; Hjertberg, Frida; Keri, Helena; Holmstrom, Inger K.				Sundler, Annelie J/ABD-7946-2020	Sundler, Annelie J/0000-0002-9194-3244			Attributes of person-centred communication: A qualitative exploration of communication with older persons in home health care								INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING				15	1					e12284	10.1111/opn.12284		OCT 2019		MAR 2020	2020	BackgroundPrevious research points to challenges related to the home healthcare of older persons and to the complexity of communication. Although person-centred care has been advocated widely, there remains a need for in-depth knowledge on how to enable person-centred and supportive communication in the care of older persons.AimThe aim of this study was to explore attributes of person-centred communication between nurses and older persons being cared for in their home.MethodsA descriptive study with a qualitative approach was conducted. A data set from the COMHOME-study consisting of 77 audio-recorded home healthcare visits between registered nurses and older persons was analysed with a method for qualitative thematic analysis.ResultsThe findings indicate that the attributes of person-centred communication comprise recognising, inviting and involving older persons. To facilitate this form of communication, attentiveness and responsiveness on the part of RNs seemed significant. Person-centred communication was facilitated when the RNs used verbal expressions to emphasise and acknowledge the older persons' views and were attentive to their emotions and expressions.ConclusionThe nurses' attentiveness and responsiveness seems important for person-centred communication with older persons. Communication skills are needed to recognise, invite and involve older persons in their care and to support their health and well-being. The importance of communication which facilitate a person-centred approach by nurses should be acknowledged when caring for older persons and included in education and training.									4	0	0	0	0	0	4			1748-3735	1748-3743		WOS:000494120600001	31642182	
J	Ludwig, Catherine; Busnel, Catherine				; Ludwig, Catherine/AAC-9273-2019	Busnel, Catherine/0000-0002-0165-022X; Ludwig, Catherine/0000-0003-4634-2092			Protocol of a case-control longitudinal study (fraXity) assessing frailty and complexity among Swiss home service recipients using interRAI-HC assessments								BMC GERIATRICS				19	1					207	10.1186/s12877-019-1230-z				AUG 5 2019	2019	Background The early screening of frail individuals and of patients with complex care needs are challenges that countries witnessing population aging face. Homecare nurses are actors of choice in meeting these challenges, yet they need means of identifying frail and complex patients in their routine practice. The fraXity study's aim is to fill this gap by (1) proposing frailty and complexity computation algorithms derived from the interRAI-HC; (2) assessing the predictive validity of the proposed indices with respect to adverse health outcomes; and (3) identifying subgroups of the aged population for whom the early screening of frailty and complexity appears to be most relevant. Methods The study will rely on a prospective observational case-control longitudinal study. Three samples of individuals aged 65 or older living in the community will be considered: recipients of formal home care (case 1), of formal home assistance (case 2) and individuals free of formal home services (controls). All participants will receive interRAI-HC assessments at three measurement occasions, separated by six-month intervals. Baseline assessments will serve to derive frailty and complexity scores. Follow-ups will serve to assess the predictive validity of the proposed indices and to estimate the intra-individual change in frailty and complexity. Group comparisons will serve to identify subgroups of the population for whom the screening of frailty and complexity appears to be the most relevant. Discussion The expected results of the fraXity study are a) reliable computation algorithms for frailty and complexity scores derived from the interRAI-HC and b) clinical assessment protocols for use by homecare nurses. These outcomes should contribute to outfitting key actors of the health system with means of enhancing their part in a collective endeavor targeting the best care and quality of life for aged citizens.									3	0	0	0	0	0	3				1471-2318		WOS:000479243100003	31382880	
J	Bethea, Audis; Samanta, Damayanti; White, Teresa; Payne, Nancy; Hardway, Jessica								Nurse Practitioners' Role in Improving Service for Elderly Trauma Patients								JOURNAL OF TRAUMA NURSING				26	4			174	179		10.1097/JTN.0000000000000445				JUL-AUG 2019	2019	Preexisting conditions and decreased physiological reserve in the elderly frequently complicate the provision of health care in this population. A Level 1 trauma center expanded its nurse practitioner (NP) model to facilitate admission of low-acuity patients, including the elderly, to trauma services. This model enabled NPs to initiate admissions and coordinate day-to-day care for low-acuity patients under the supervision of a trauma attending. The complexity of elderly trauma care and the need to evaluate the efficacy of management provided by NPs led to the development of the current study. Accordingly, this study endeavored to compare outcomes in elderly patients whose care was coordinated by trauma NP (TNP) versus nontrauma NP (NTNP) services. Patients under the care of TNPs had a 1.22-day shorter duration of hospitalization compared with that of the NTNP cohort 4.38 +/- 3.54 vs. 5.60 +/- 3.98, p = .048). Decreased length of stay in the TNP cohort resulted in an average decrease in hospital charges of $13,000 per admission ($38,053 +/- $29,640.76 vs. $51,317.79 +/- $34,756.83, p = .016). A significantly higher percentage of patients admitted to the TNP service were discharged home (67.1% vs. 36.0%, p = .002), and a significantly lower percentage of patients were discharged to skilled nursing facilities (25.7% vs. 51.9%, p = .040). These clinical and economic outcomes have proven beneficial in substantiating the care provided by TNPs at the study institution. Future research will focus on examining the association of positive outcomes with specific care elements routinely performed by the TNPs in the current practice model.									2	0	0	0	0	0	2			1078-7496	1932-3883		WOS:000480716300003	31283744	
J	Slatyer, Susan; Aoun, Samar M.; Hill, Keith D.; Walsh, Debbie; Whitty, Dee; Toye, Christine				Slatyer, Susan/ABF-4019-2020; Toye, Christine/I-4288-2012; Hill, Keith/L-6398-2017; Slatyer, Susan/L-9180-2017	Toye, Christine/0000-0003-4932-0016; Hill, Keith/0000-0002-2191-0308; Slatyer, Susan/0000-0003-2345-2862			Caregivers' experiences of a home support program after the hospital discharge of an older family member: a qualitative analysis								BMC HEALTH SERVICES RESEARCH				19						220	10.1186/s12913-019-4042-0				APR 11 2019	2019	Background: The ageing global population has seen increasing numbers of older people living with chronic health problems, declining function, and frailty. As older people seek to live out their years at home, family members, friends and neighbours (informal caregivers) are increasingly relied upon for support. Moreover, pressured health systems and shorter hospital length of stay mean that informal caregivers can find themselves supporting the older person who is still unwell after discharge. The Further Enabling Care at Home (FECH) program was developed as a nursing outreach intervention designed to systematically address support needs of family caregivers of older people after hospital discharge to sustain their home-based caregiving. The objective of this study was to explore the experiences of informal caregivers who participated in the FECH program after an older family member's discharge from hospital.Methods: The study employed a qualitative descriptive design. Caregivers of older people discharged home from a Medical Assessment Unit in an Australian hospital who were included in the program were interviewed to explore their experiences and perceptions of the FECH program. Data were audio-recorded, transcribed, and subjected to thematic analysis.Results: Twenty-one family caregivers (81% female, aged 25-89years) participated in the interviews. Themes emerging were The experience of caregiving'; 'The experience of receiving FECH program support'; and 'Caregivers' suggestions for improvement'. Caregivers indicated that reflective discussions with the FECH nurse enabled them to recognise the complexity of the caregiving role and determine aspects where they needed support. Caregivers valued guidance from the FECH nurse in accessing information and resources, which helped them to feel more connected to support, more prepared to care for the older person and themselves, and more secure in the caregiving role.Conclusions: Caregivers' experiences indicated that the structured reflective FECH discussions prompted thought and provided guidance in navigating health and care systems. The FECH program appears to offer a means to address the practical, physical and psychosocial needs of informal caregivers as partners in person-centred health and social care.									3	0	0	0	0	1	4			1472-6963			WOS:000464839800001	30971236	
J	Sullivan, Suzanne S.; Hewner, Sharon; Chandola, Varun; Westra, Bonnie L.					Sullivan, Suzanne S./0000-0003-3064-6884			Mortality Risk in Homebound Older Adults Predicted From Routinely Collected Nursing Data								NURSING RESEARCH				68	2			156	166		10.1097/NNR.0000000000000328				MAR-APR 2019	2019	Background: Newer analytic approaches for developing predictive models provide a method of creating decision support to translate findings into practice.Objectives: The aim of this study was to develop and validate a clinically interpretable predictive model for 12-month mortality risk among community-dwelling older adults. This is done by using routinely collected nursing assessment data to aide homecare nurses in identifying older adults who are at risk for decline, providing an opportunity to develop care plans that support patient and family goals for care.Methods: A retrospective secondary analysis of Medicare and Medicaid data of 635,590 Outcome and Assessment Information Set (OASIS-C) start-of-care assessments from January 1, 2012, to December 31, 2012, was linked to the Master Beneficiary Summary File (2012-2013) for date of death. The decision tree was benchmarked against gold standards for predictive modeling, logistic regression, and artificial neural network (ANN). The models underwent k-fold cross-validation and were compared using area under the curve (AUC) and other data science metrics, including Matthews correlation coefficient (MCC).Results: Decision tree variables associated with 12-month mortality risk included OASIS items: age, (M1034) overall status, (M1800-M1890) activities of daily living total score, cancer, frailty, (M1410) oxygen, and (M2020) oral medication management. The final models had good discrimination: decision tree, AUC = .71, 95% confidence interval (CI) [. 705, .712], sensitivity = .73, specificity = .58, MCC = .31; ANN, AUC = .74, 95% CI [. 74,.74], sensitivity = .68, specificity = .68, MCC = .35; and logistic regression, AUC = .74, 95% CI [.735, .742], sensitivity = .64, specificity = .70, MCC = .35.Discussion: The AUC and 95% CI for the decision tree are slightly less accurate than logistic regression and ANN; however, the decision tree was more accurate in detecting mortality. The OASIS data set was useful to predict 12-month mortality risk. The decision tree is an interpretable predictive model developed from routinely collected nursing data that may be incorporated into a decision support tool to identify older adults at risk for death.									3	1	0	0	0	0	4			0029-6562	1538-9847		WOS:000461444300431	30531348	
J	Chen, Esa Y. H.; Bell, J. Simon; Ilomaki, Jenni; Keen, Claire; Corlis, Megan; Hogan, Michelle; Van Emden, Jan; Hilmer, Sarah N.; Sluggett, Janet K.				Sluggett, Janet/AAI-7903-2020; Hilmer, Sarah N/AAW-8554-2020	Sluggett, Janet/0000-0002-9059-5209; Chen, Esa/0000-0002-9615-1916; Keen, Claire/0000-0002-4875-1300			Medication Regimen Complexity In 8 Australian Residential Aged Care Facilities: Impact Of Age, Length Of Stay, Comorbidity, Frailty, And Dependence In Activities Of Daily Living								CLINICAL INTERVENTIONS IN AGING				14				1783	1795		10.2147/CIA.S216705				2019	2019	Objective: To explore variation in medication regimen complexity in residential aged care facilities (RACFs) according to resident age, length of stay, comorbidity, dementia severity, frailty, and dependence in activities of daily living (ADLs), and compare number of daily administration times and Medication Regimen Complexity Index (MRCI) as measures of regimen complexity.Methods: This study was a cross-sectional analysis of baseline data from the SImplification of Medications Prescribed to Long-tErm care Residents (SIMPLER) cluster-randomized controlled trial. The SIMPLER study recruited 242 residents with at least one medication charted for regular administration from 8 RACFs in South Australia. Comorbidity was assessed using the Charlson Comorbidity Index (CCI). Dementia severity was assessed using the Dementia Severity Rating Scale. Frailty was assessed using the FRAIL-NH scale. Dependence in ADLs was assessed using the Katz ADL scale.Results: The median age of participants was 87 years (interquartile range 81-92). Over one-third of participants (n=86, 36%) had 5 or more daily medication administration times. The number of daily administration times and MRCI scores were positively correlated with resident length of stay (r(s)=0.19; 0.27), FRAIL-NH score (r(s)=0.23; 0.34) and dependence in ADLs (r(s)=-0.21; -0.33) (all p<0.01). MRCI was weakly negatively correlated with CCI score (r(s)=-0.16; p=0.013). Neither number of daily administration times nor MRCI score were correlated with age or dementia severity. In multivariate analysis, frailty was associated with number of daily administration times (OR: 1.13, 95% CI: 1.03-1.24) and MRCI score (OR: 1.26, 95% CI: 1.13-1.41). Dementia severity was inversely associated with both multiple medication administration times (OR: 0.97, 95% CI: 0.94-0.99) and high MRCI score (OR: 0.95, 95% CI: 0.92-0.98).Conclusion: Residents with longer lengths of stay, more dependent in ADLs and most frail had the most complex medication regimens and, therefore, may benefit from targeted strategies to reduce medication regimen complexity.									7	0	0	0	1	0	7				1178-1998		WOS:000491874500001	31695348	
J	Sole-Casals, Montserrat; Chirveches-Perez, Emilia; Puigoriol-Juvanteny, Emma; Nubo-Punti, Nuria; Chabrera-Sanz, Carolina; Subirana-Casacuberta, Mireia				Subirana, Mireia/AAD-5377-2019	Subirana, Mireia/0000-0003-1577-4159			Profile and results of frail patient assessed by advanced practice nursing in an Emergency Department								ENFERMERIA CLINICA				28	6			365	374		10.1016/j.enfcli.2017.04.003				NOV-DEC 2018	2018	Objectives: To describe the profile of patients evaluated by Nurse Care Management in an Emergency Department and identify the type of alternative healthcare resource assigned and report the results of clinical practice.Material and methods: Prospective follow-up, on admission to the Emergency Department in an acute hospital and on discharge from the alternative healthcare resource, of patients assessed by Nurse Care Management, from July to December 2015. The patient characteristics, social environment and results of clinical practice were studied.Results: 190 patients were included of whom 13 were readmitted (6.8%). 122 (59.8%) cases from the Emergency Department were referred to to intermediate care facilities, 71 (34.8%) cases for domiciliary care, 10 (4.9%) cases were referred to an acute care hospital and 1 (0.5%) died. Patients referred to intermediate care were more complex, presented geriatric syndromes as their reason for admission and diagnosed with dementia, while those referred to home care presented more respiratory and cardiovascular illnesses (p <0.05). The mean Barthel Index and polypharmacy before emergency admission were higher than at the time of discharge from the alternative healthcare resource (p <0.05).Conclusions: Patients presenting with advanced age, complexity, comorbidity, are referred to intermediate care facilities or domiciliary care, they are admitted to acute care hospitasl and are readmitted less than other patients. After being discharged from the alternative resource, they lose functional capacity and present less polypharmacy. (C) 2017 Elsevier Espana, S.L.U. All rights reserved.									2	0	0	0	0	0	2			1130-8621	1579-2013		WOS:000450356400004	28583833	
J	Monaro, Susan; West, Sandra; Pinkova, Jana; Gullick, Janice				Gullick, Janice/AAZ-4258-2020; Monaro, Sue/AAC-8496-2020	Gullick, Janice/0000-0002-9878-5533; 			The chaos of hospitalisation for patients with critical limb ischaemia approaching major amputation								JOURNAL OF CLINICAL NURSING				27	19-20			3530	3543		10.1111/jocn.14536				OCT 2018	2018	Aims and objectivesTo illuminate the hospital experience for patients and families when major amputation has been advised for critical limb ischaemia (CLI).BackgroundCLI creates significant burden to the health system and the family, particularly as the person with CLI approaches amputation. Major amputation is often offered as a late intervention for CLI in response to the marked deterioration of an ischaemic limb, and functional decline from reduced mobility, intractable pain, infection and/or toxaemia. While a wealth of clinical outcome data on CLI and amputation exists internationally, little is known about the patient/family-centred experience of hospitalisation to inform preservation of personhood and patient-centred care planning.DesignLongitudinal qualitative study using Heideggerian phenomenology.MethodsFourteen patients and 13 family carers provided a semistructured interview after advice for major amputation. Where amputation followed, a second interview (6months postprocedure) was provided by eight patients and seven family carers. Forty-two semistructured interviews were audio-recorded and transcribed verbatim. Hermeneutic phenomenological analysis followed.ResultsHospitalisation for CLI, with or without amputation, created a sense of chaos, characterised by being fragile and needing more time for care (fragile body and fragile mind, nurse busyness and carer hypervigilance), being adrift within uncontrollable spaces (noise, unreliable space, precarious accommodation and unpredictable scheduling) and being confused by missed and mixed messages (multiple stakeholders, information overload and cultural/linguistic diversity).ConclusionsPatients and families need a range of strategies to assist mindful decision-making in preparation for amputation in what for them is a chaotic process occurring within a chaotic environment. Cognitive deficits increase the care complexity and burden of family advocacy.Relevance to clinical practiceA coordinated, interprofessional response should improve systems for communication, family engagement, operation scheduling and discharge planning to support preparation, adjustment and allow a sense of safety to develop. Formal peer support for patients and caregivers should be actively facilitated.									3	0	0	0	0	0	3			0962-1067	1365-2702		WOS:000444077000011	29776002	
J	Taube, Elin; Kristensson, Jimmie; Midlov, Patrik; Jakobsson, Ulf				Midlov, Patrik/L-8201-2015	Midlov, Patrik/0000-0002-5871-8731			The use of case management for community-dwelling older people: the effects on loneliness, symptoms of depression and life satisfaction in a randomised controlled trial								SCANDINAVIAN JOURNAL OF CARING SCIENCES				32	2			889	901		10.1111/scs.12520				JUN 2018	2018	AimTo investigate the effects of a case management intervention for community-dwelling frail older people, with functional dependency and repeated contacts with the healthcare services, focusing on loneliness, depressive symptoms and life satisfaction.DesignA two-armed, nonblinded, randomised control trial with repeated follow-ups, of N = 153 participants at baseline allocated to an intervention (n = 80) and control (n = 73) group.MethodInclusion criteria were the following: 65 years of age, living in ordinary housing, in need of assistance in two or more self-reported activities of daily living, having at least two hospital admissions or at least four visits in outpatient care 12 months prior to enrolment. Case managers (nurses and physiotherapists) provided an intervention of general case management, general information, specific information and continuity and safety. The intervention ranged over 12 months with one or more home visit(s) being conducted per month. An intention-to-treat analysis was applied for the primary outcomes of loneliness, depressive symptoms and life satisfaction, along with complete case and sensitivity analyses.ResultsDuring the trial period n = 12 died and n = 33 dropped out. No significant difference was found between the groups at baseline regarding sociodemographic characteristics, subjective health or primary outcomes. The intention-to-treat analysis did not result in any significant effects for the primary outcomes at any of the follow-ups (6 and 12 months). The complete case analysis resulted in a significant difference in favour of the intervention regarding loneliness (RR = 0.49, p = 0.028) and life satisfaction (ES = 0.41, p = 0.028) at 6 months and for depressive symptoms (ES = 0.47, p = 0.035) at 12 months.ConclusionsThe use of case management for frail older people did not result in clear favourable effects for the primary outcomes. However, the study indicates that case management may be beneficial in terms of these outcomes. Due to the complexity of the outcomes, an elaboration of the components and assessments is suggested.									6	0	0	0	1	0	6			0283-9318	1471-6712		WOS:000436254800046	28895175	
J	Suskind, Anne M.; Zhao, Shoujun; Walter, Louise C.; Boscardin, W. John; Finlayson, Emily								Mortality and Functional Outcomes After Minor Urological Surgery in Nursing Home Residents: A National Study								JOURNAL OF THE AMERICAN GERIATRICS SOCIETY				66	5			909	915		10.1111/jgs.15302				MAY 2018	2018	OBJECTIVES: To determine outcomes of minor urological surgery in frail older adults.DESIGN: Retrospective cohort study.SETTING: U.S. nursing homes (NHs).PARTICIPANTS: NH residents aged 65 and older undergoing minor inpatient urological surgery (cystoscopy, bladder biopsy, transurethral resection of bladder tumor, prostate biopsy, transurethral resection of prostate, removal of ureteral obstruction, suprapubic tube placement) in the United States between 2004 and 2012 (N=34,605).MEASUREMENTS: One-year mortality and changes in functional status before and after surgery using the Minimum Data Set Activity of Daily Living (MDS-ADL) summary scale.RESULTS: Overall 1-year mortality was 50%, and on average, residents had a 1.9-point worsening in their MDS-ADL score at 1 year, whereas the most highly functional residents (baseline quartile of MDS-ADL scores (0-12)) had a 4.7-point worsening in their MDS-ADL scores at 1 year. Functional decline in residents 1 year after surgery was associated with decline in function in the 6 months before surgery (adjusted hazard ratio (aH)=2.39, 95% confidence interval (CI)=2.29-2.49), emergency procedures (aHR=1.37, 95% CI=1.31-1.43), older age (85 vs 65-74, aHR=1.17, 95% CI=1.11-1.23), and baseline cognitive impairment (aHR=1.15, 95% CI=1.11-1.20).CONCLUSION: Despite the low complexity of minor urological procedures, NH residents experience high mortality and many demonstrate sustained functional decline up to 1-year postoperatively.									4	0	0	0	1	0	4			0002-8614	1532-5415		WOS:000433585500012	29572851	
J	Ferrat, Emilie; Bastuji-Garin, Sylvie; Paillaud, Elena; Caillet, Philippe; Clerc, Pascal; Moscova, Laura; Gouja, Amel; Renard, Vincent; Attali, Claude; Le Breton, Julien; Audureau, Etienne				Audureau, Etienne/R-4359-2018; Paillaud, Elena/K-5616-2017; Bastuji-Garin, Sylvie/R-3479-2018; Caillet, Philippe/R-4661-2018; ferrat, emilie/R-4225-2018; CLERC, Pascal/Q-2343-2016; renard, vincent/R-4329-2018; Le Breton, Julien/R-5206-2018; renard, vincent/R-4329-2018	Audureau, Etienne/0000-0002-6166-149X; Paillaud, Elena/0000-0002-5579-9927; Bastuji-Garin, Sylvie/0000-0001-9855-5183; Caillet, Philippe/0000-0003-3583-6070; ferrat, emilie/0000-0001-8885-9634; CLERC, Pascal/0000-0002-9290-081X; renard, vincent/0000-0001-8885-9634; Le Breton, Julien/0000-0002-7531-1132; renard, vincent/0000-0003-0119-0128			Efficacy of nurse-led and general practitioner-led comprehensive geriatric assessment in primary care: protocol of a pragmatic three-arm cluster randomised controlled trial (CEpiA study)								BMJ OPEN				8	4					e020597	10.1136/bmjopen-2017-020597				APR 2018	2018	Introduction Older patients raise therapeutic challenges, because they constitute a heterogeneous population with multimorbidity. To appraise this complexity, geriatricians have developed a multidimensional comprehensive geriatric assessment (CGA), which may be difficult to apply in primary care settings. Our primary objective was to compare the effect on morbimortality of usual care compared with two complex interventions combining educational seminars about CGA: a dedicated geriatric hotline for general practitioners (GPs) and CGA by trained nurses or GPs.Methods and analysis The Clinical Epidemiology and Ageing study is an open-label, pragmatic, multicentre, three-arm, cluster randomised controlled trial comparing two intervention groups and one control group. Patients must be 70 years or older with a long-term illness or with unscheduled hospitalisation in the past 3 months (750 patients planned). This study involves volunteering GPs practising in French primary care centres, with randomisation at the practice level. The multifaceted interventions for interventional arms comprise an educational interactive multiprofessional seminar for GPs and nurses, a geriatric hotline dedicated to GPs in case of difficulties and the performance of a CGA updated to primary care. The CGA is systematically performed by a nurse in arm 1 but is GP-led on a case-by-case basis in arm 2. The primary endpoint is a composite criterion comprising overall death, unscheduled hospitalisations, emergency admissions and institutionalisation within 12 months after inclusion. Intention-to-treat analysis will be performed using mixed-effects logistic regression models, with adjustment for potential confounders.Ethics and dissemination The protocol was approved by an appropriate ethics committee (CPP Ile-de-France IV, Paris, France, approval April 2015; 15 664). This study is conducted according to principles of good clinical practice in the context of current care and will provide useful knowledge on the clinical benefits achievable by CGA in primary care.									1	0	0	0	0	0	1			2044-6055			WOS:000435176700177	29654038	
J	Poot, Antonius J.; de Waard, Claudia S.; Wind, Annet W.; Caljouw, Monique A. A.; Gussekloo, Jacobijn					Caljouw, Monique A.A./0000-0002-2550-530X			A Structured Process Description of a Pragmatic Implementation Project: Improving Integrated Care for Older Persons in Residential Care Homes								INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING				54						0046958017737906	10.1177/0046958017737906				NOV 22 2017	2017	Evaluation of the implementation of integrated care can differ from trial-based research due to complexity. Therefore, we examined whether a theory-based method for process description of implementation can contribute to improvement of evidence-based care. MOVIT, a Dutch project aimed at implementing integrated care for older vulnerable persons in residential care homes, was used as a case study. The project activities were defined according to implementation taxonomy and mapped in a matrix of theoretical levels and domains. Project activities mainly targeted professionals (both individual and group). A few activities targeted the organizational level, whereas none targeted the policy level, or the patient, or the social, political, and legal domains. However, the resulting changes in care delivery arrangement had consequences for professionals, patients, organizations, and the social, political, and legal domains. A structured process description of a pragmatic implementation project can help assess the fidelity and quality of the implementation, and identify relevant contextual factors for immediate adaptation and future research. The description showed that, in the MOVIT project, there was a discrepancy between the levels and domains targeted by the implementation activities and those influenced by the resulting changes in delivery arrangement. This could have influenced, in particular, the adoption and sustainability of the project.									4	0	0	0	0	0	4			0046-9580	1945-7243		WOS:000416002800001	29161944	
J	McGarry, Julie; Ali, Parveen; Hinchliff, Sharron				Ali, Parveen Azam/I-9035-2012; Hinchliff, Sharron/C-7654-2009	Ali, Parveen Azam/0000-0002-7839-8130; McGarry, Julie/0000-0002-7629-2447; Hinchliff, Sharron/0000-0002-6180-1165			Older women, intimate partner violence and mental health: a consideration of the particular issues for health and healthcare practice								JOURNAL OF CLINICAL NURSING				26	15-16			2177	2191		10.1111/jocn.13490				AUG 2017	2017	Aims and objectivesTo explore qualitative evidence in older women with a history of intimate partner violence and their accounts and experiences of mental health.BackgroundIntimate partner violence significantly impacts the health and well-being of women who experience it. However, women who experience intimate partner violence do not form a homogenous group and the effect on older women has not been adequately distinguished. While there is a growing body of evidence to address this deficit, studies to date have tended to concentrate on older women's experiences of intimate partner violence in totality and as such mental health issues have been subsumed as a part of the whole.DesignMeta-ethnographic synthesis of qualitative evidence.MethodsA systematic search of PUBMED, Cumulative Index to Nursing and Allied Health Literature, COCHRANE, Medline and PsycInfo, Sci was completed. The search included articles published up until the end of December 2015.ResultsThe review identified that intimate partner violence exerts a significant impact on the mental health of older women. Intimate partner violence for women in later life is inherently complex, especially where the boundaries of violence and vulnerability have been blurred historically both within the intimate partner violence discourse and through provision and practice.ConclusionsThis study adds to the developing knowledge and understanding of intimate partner violence for older women as a part of the growing body of evidence of the impact of intimate partner violence on the health and well-being of those who experience abuse more generally. When age and gender intersect with intimate partner violence, there are specific implications and health professionals and service providers need to be aware of these.Relevance to clinical practiceurses and healthcare professionals are professionally accountable for the effective management and support of women who have experienced abuse. It is therefore crucial that they are able to understand and identify the possible complexity of presentations of abuse and this includes older women.									10	0	0	0	2	0	10			0962-1067	1365-2702		WOS:000405562600006	27487083	
J	Corcoran, Michael P.; Nelson, Miriam E.; Sacheck, Jennifer M.; Reid, Kieran F.; Kirn, Dylan; Fielding, Roger A.; Chui, Kenneth K. H.; Folta, Sara C.								Efficacy of an Exercise and Nutritional Supplement Program on Physical Performance and Nutritional Status in Older Adults With Mobility Limitations Residing at Senior Living Facilities								JOURNAL OF AGING AND PHYSICAL ACTIVITY				25	3			453	463		10.1123/japa.2016-0173				JUL 2017	2017	This cluster-randomized trial was designed to determine the efficacy of a 6-month exercise-nutritional supplement program (ENP) on physical function and nutritional status for older adults and the feasibility of implementing this program in a senior living setting. Twenty senior-living facilities were randomized to either a 3 day per week group-based ENP led by a trained facility staff member or a health education program (SAP). Participants (N = 121) completed a short physical performance battery, 400-m walk, handgrip strength test, and mini-nutrition assessment. 25-hydroxyvitamin D [25(OH)D], insulin-like growth-factor 1 (IGF-1), and activity level were also measured. The ENP did not significantly improve physical function or nutritional status compared with the SAP. Compared with baseline, participants in the ENP engaged in 39 min less physical activity per week at 6 months. Several facility characteristics hindered implementation of the ENP. This study highlights the complexity of implementing an evidence-based program in a field setting.									2	0	0	0	1	0	2			1063-8652	1543-267X		WOS:000406826700015	28095099	
J	Monaro, Susan; West, Sandra; Gullick, Janice				Monaro, Sue/AAC-8496-2020; Gullick, Janice/AAZ-4258-2020	Gullick, Janice/0000-0002-9878-5533			Patient outcomes following lower leg major amputations for peripheral arterial disease: A series review								JOURNAL OF VASCULAR NURSING				35	2			49	56		10.1016/j.jvn.2016.10.003				JUN 2017	2017	Introduction: Despite improvements in revascularization, major amputation remains a significant part of the case-mix in vascular surgical units. These patients tend to be elderly with complex pathology, resulting in poor outcomes and longer lengths of stay (LOS).Aim: This series review provides a description of the patient complexities and outcomes in an Australian cohort undergoing major lower limb amputation for peripheral arterial disease.Method: Medical records coded for major amputation between July 2012 and June 2013 in an Australian government funded, tertiary hospital were retrospectively reviewed and descriptively analyzed.Findings: Twenty-five patients had 29 major amputations including four conversions from below to above knee. Seventeen had multiple vascular procedures before amputation. The average LOS exceeded the national target, and there was substantial morbidity and 30-day mortality.Conclusion: Major amputation continues to present challenges because of patient frailty and the high rate of complications. These issues need to be considered in a robust care planning framework that includes consideration of cognitive decline and other markers of frailty. Opportunities to optimize the physical condition of these patients and to reduce delays in proceeding to surgery require further investigation.									4	0	0	0	0	0	4			1062-0303	1532-6578		WOS:000402535900002	28527727	
