PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Thinuan, Payom; Siviroj, Penprapa; Barry, Charlotte D.; Gordon, Shirley C.; Lerttrakarnnon, Peerasak; Lorga, Thawon					Lorga, Thaworn/0000-0003-3951-4394; Lerttrakarnnon, Peerasak/0000-0002-1628-0639; Siviroj, Penprapa/0000-0003-4781-4119; Gordon, Shirley/0000-0002-8324-2034			Narratives of older persons' frailty and physical activity in relation to environmental landscapes and time								INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING				15	2					e12298	10.1111/opn.12298		DEC 2019		JUN 2020	2020	Aims and objectives The objective of this study was to explore the influence of the environmental landscape on the physical activity of older persons experiencing frailty. Background This manuscript describes the second phase of an unpublished larger study in the northern province of Lampang, Thailand. Phase One revealed that 14% of 1,788 older persons surveyed were found to have experienced frailty according to Fried's frailty phenotypes, and low physical activity was associated with frailty. In the light of frailty, how older persons experience physical activity in their day-to-day living environments warrants in-depth exploration. Design This was a qualitative study guided by narrative inquiry. Methods In-depth interviews and observations were conducted with 13 older persons living with frailty. The method of analysis was thematic and performance analysis. Results Two broad themes relating to the environmental landscapes were as follows: (a) limiting environmental landscapes and (b) engaging environmental landscapes. These landscapes, which change across time, refer to physical and social spaces, and beliefs of older persons and their family that have either positive or negative impacts on physical activity of frail older persons. Conclusion Complex interactions between physical and social spaces and beliefs of older persons and family influence the physical activity behaviours of older persons living with frailty. Implications for practice This study warrants education and policy aiming at creating optimal environmental landscapes to promote physical activity in frail older persons.									0	0	0	0	0	0	0			1748-3735	1748-3743		WOS:000504161900001	31874119	
J	Tuuliainen, Eveliina; Nihtila, Annamari; Komulainen, Kaija; Nykanen, Irma; Hartikainen, Sirpa; Tiihonen, Miia; Suominen, Anna Liisa				Suominen, Anna L/AAE-6828-2021	Tuuliainen, Eveliina/0000-0003-0457-0388			The association of frailty with oral cleaning habits and oral hygiene among elderly home care clients								SCANDINAVIAN JOURNAL OF CARING SCIENCES				34	4			938	947		10.1111/scs.12801		DEC 2019		DEC 2020	2020	Background Increasing numbers of frail elderly people living at home but dependent on supportive care will face complex oral health challenges. Objectives To investigate the associations of frailty status with oral cleaning habits and oral hygiene taking into account the effects of preventive oral health intervention among home care clients aged 75 or over. Methods Data were gathered by interviews and clinical oral examinations at baseline and after a 6-month follow-up. Frailty status was evaluated at baseline using the abbreviated comprehensive geriatric assessment (aCGA) scale, which consists of 15 questions from three different domains: cognitive status, functional status and depression. A total of 231 home care clients completed the aCGA at baseline and the interview and clinical oral examination both at baseline and after the follow-up. Results Using the aCGA classification with at least one score in the >= 2 domain, 62% of clients were classified as frail at baseline. They had poorer oral cleaning habits and hygiene, and they had lost more teeth than nonfrail participants. Multivariate analysis showed that being frail at baseline was statistically significantly associated with a lower frequency of toothbrushing and denture cleaning (OR = 0.4, 95% CI = 0.1-0.9 and OR = 0.3, 95% CI = 0.1-0.8) at baseline, but not after the follow-up. Membership in the intervention group was associated with better oral cleaning at the follow-up. However, among the frail participants, toothbrushing frequency was still significantly lower and oral hygiene poorer than among the nonfrail group. Conclusions Oral cleaning habits of frail elderly people were slightly improved as a result of external support, which had a positive effect on oral hygiene. Individual preventive actions in the context of oral health and hygiene should be integrated into the daily care plan of home care clients with the first signs of frailty.									2	0	0	0	0	0	2			0283-9318	1471-6712		WOS:000502854100001	31845365	
J	Stiel, Stephanie; Krause, Olaf; Berndt, Carolin Sophie; Ewertowski, Helen; Mueller-Mundt, Gabriele; Schneider, Nils					Stiel, Stephanie/0000-0002-5963-2526			Caring for frail older patients in the last phase of life Challenges for general practitioners in the integration of geriatric and palliative care								ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE				53	8	SI		763	769		10.1007/s00391-019-01668-3		DEC 2019		DEC 2020	2020	Background The best possible care for frail older patients at the end of life can require the integration of geriatric and palliative approaches, possibly with different accentuations at different times. General practitioners (GP) are particularly important in this context: they provide patients with low-threshold primary care close to their homes and provide both general palliative care and geriatric services. Objective What are the challenges for GPs in caring for frail older patients at the end of their lives? Material and methods A secondary data analysis of 52 qualitative interviews was carried out, which were serially obtained at 4 points in time over a period of 18 months with 14 family doctors. In addition, one focus group with five GPs took place. The analysis was carried out according to the principles of grounded theory. Results The results show that GPs see the care of frail older patients at the end of their lives through a) the growing number of older people, b) multimorbidity and complexity of the problem areas, c) the integration of geriatric and palliative approaches, d) the high average age of general practitioners and the lack of junior staff and e) the problem of ensuring care in rural areas as a major challenge. The practical transition between geriatric and palliative care is considered by GPs to be fluid and there is a desire for more integration of both disciplines. Conclusion In this study GPs perceived a large overlap between geriatric and palliative care. Both approaches should be offered for a selection of patients as a combined service. In the future a systematic network between GPs and geriatricians in practices, clinics, and day clinics will be necessary.									3	0	0	0	0	0	3			0948-6704	1435-1269		WOS:000566054900001	31828367	
J	Fauer, Alex J.; Choi, Sung Won; Friese, Christopher R.				Friese, Christopher R./ABG-9052-2020	Friese, Christopher R./0000-0002-2281-2056			The Roles of Nurses in Hematopoietic Cell Transplantation for the Treatment of Leukemia in Older Adults								SEMINARS IN ONCOLOGY NURSING				35	6					150960	10.1016/j.soncn.2019.150960				DEC 2019	2019	Objective: To review and summarize nurses' roles in the care of the older adult undergoing an allogeneic hematopoietic cell transplant (HCT) for the treatment of leukemia. Data Sources: Published literature indexed in PubMed, CINAHL, textbooks, and clinical expertise. Conclusion: Nurses are a vital component of the highly specialized care delivered before, during, and after an allogeneic HCT. Implications for Nursing Practice: Nurses who are prepared for the complex HCT care trajectory will be able to optimally meet the complex needs of the older adult patient and their caregiver(s). (C) 2019 Elsevier Inc. All rights reserved.									0	0	0	0	0	0	0			0749-2081	1878-3449		WOS:000501590000012	31753706	
J	Marsden, Elizabeth; Taylor, Andrea; Wallis, Marianne; Craswell, Alison; Broadbent, Marc; Barnett, Adrian; Crilly, Julia				Wallis, Marianne/AAF-9899-2021; Wallis, Marianne C/C-5452-2013	Wallis, Marianne/0000-0003-2753-1066; Wallis, Marianne C/0000-0003-2753-1066; Marsden, Elizabeth/0000-0002-4593-9244; Barnett, Adrian/0000-0001-6339-0374			Effect of the Geriatric Emergency Department Intervention on outcomes of care for residents of aged care facilities: A non-randomised trial								EMERGENCY MEDICINE AUSTRALASIA				32	3			422	429		10.1111/1742-6723.13415		NOV 2019		JUN 2020	2020	Objective As the population of Australia ages, EDs will experience an increasing frequency of presentations of older adults from residential aged care facilities (RACFs). These presentations are often complex and time consuming in the chaotic and potentially hazardous ED environment. The Geriatric Emergency Department Intervention (GEDI) model was developed to optimise the care of frail older adults, especially RACF residents, in the ED. The aim of the present study was to evaluate the effectiveness of the GEDI model on the primary outcomes of disposition (admission, discharge or death) and ED length of stay for residents of RACFs, presenting to an ED in regional Queensland, Australia. Methods GEDI is a nurse-led, physician-championed, innovative model delivered by advanced practice nurses with expertise in gerontology. This quasi-experimental pragmatic study compared outcomes for RACF residents who presented to a regional Queensland ED during three time periods: pre-GEDI, interim GEDI and post-GEDI implementation of the GEDI model. Outcomes included disposition, ED length of stay, ED re-presentation and mortality. Results A significant increase in the likelihood of discharge from ED (hazard ratio 1.15, 95% confidence interval 1.05-1.26) and reductions in ED length of stay (hazard ratio 1.49, 95% confidence interval 1.24-1.78) were evident for RACF residents following the implementation of the GEDI intervention. There were no differences in mortality, ED re-presentation or in-hospital length of stay between the three time periods. Conclusion There is a paucity of evidence to support the implementation of nurse-led teams in EDs designed to target older adults living in RACFs. The GEDI model was effective in reducing ED length of stay while increasing the likelihood of safe discharge for RACF residents.									3	0	0	0	0	0	3			1742-6731	1742-6723		WOS:000498594800001	31773885	
J	Vina-Garcia-Bericua, Maria; Roman-Medina, Isabel								The role of the geriatric nurse specialist as a key response in the care of the elderly, chronicity, complex chronicity and its consequences on dependence								ENFERMERIA CLINICA				29	6			381	384		10.1016/j.enfcli.2019.09.013				NOV-DEC 2019	2019	Aging together with multimorbidity, polymedication and various social factors are some of the determinants that lead to increasing complexity of care in the elderly, thus making it difficult for health systems to meet their needs.To approach this new and growing scenario of care for the elderly, the formal health and social care systems must define specific jobs for geriatric nursing specialists trained to address the needs of older people from a perspective of comprehensive care, both for healthy aging, and for the different health problems of this population group, characterized by the consequences of aging and chronicity, towards dependence, and develop the powers established by law in the framework of an interdisciplinary team, for those who have been trained and accredited, thus adding value to the response that health systems have to provide for this growing problem of the 'aging-chronicity-dependence' triad. (C) 2019 Elsevier Espana, S.L.U. All rights reserved.									0	0	0	0	0	0	0			1130-8621	1579-2013		WOS:000496540400010	31672286	
J	Sundler, Annelie J.; Hjertberg, Frida; Keri, Helena; Holmstrom, Inger K.				Sundler, Annelie J/ABD-7946-2020	Sundler, Annelie J/0000-0002-9194-3244			Attributes of person-centred communication: A qualitative exploration of communication with older persons in home health care								INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING				15	1					e12284	10.1111/opn.12284		OCT 2019		MAR 2020	2020	BackgroundPrevious research points to challenges related to the home healthcare of older persons and to the complexity of communication. Although person-centred care has been advocated widely, there remains a need for in-depth knowledge on how to enable person-centred and supportive communication in the care of older persons.AimThe aim of this study was to explore attributes of person-centred communication between nurses and older persons being cared for in their home.MethodsA descriptive study with a qualitative approach was conducted. A data set from the COMHOME-study consisting of 77 audio-recorded home healthcare visits between registered nurses and older persons was analysed with a method for qualitative thematic analysis.ResultsThe findings indicate that the attributes of person-centred communication comprise recognising, inviting and involving older persons. To facilitate this form of communication, attentiveness and responsiveness on the part of RNs seemed significant. Person-centred communication was facilitated when the RNs used verbal expressions to emphasise and acknowledge the older persons' views and were attentive to their emotions and expressions.ConclusionThe nurses' attentiveness and responsiveness seems important for person-centred communication with older persons. Communication skills are needed to recognise, invite and involve older persons in their care and to support their health and well-being. The importance of communication which facilitate a person-centred approach by nurses should be acknowledged when caring for older persons and included in education and training.									4	0	0	0	0	0	4			1748-3735	1748-3743		WOS:000494120600001	31642182	
J	Cook, Glenda; Hodgson, Philip; Thompson, Juliana; Bainbridge, Lesley; Johnson, Amy; Storey, Paul				Thompson, Juliana/AAG-9149-2020	Hodgson, Philip/0000-0002-4364-6712			Hydration Interventions for older people living in residential and nursing care homes: overview of the literature								BRITISH MEDICAL BULLETIN				131	1			71	79		10.1093/bmb/ldz027				SEP 2019	2019	Introduction: Care home populations experiencing high levels of multimorbidity and dementia require support from caregivers to meet their hydration requirements. This article provides an overview of literature related to hydration interventions and highlights gaps in knowledge.Sources of data: This paper draws on UK-focused literature from Applied Social Sciences Index and Abstracts (ASSIA), CINAHL, Medline, Proquest Hospital Premium Collection, Cochrane Library and RCN databases on hydration interventions for older people living with multi-morbidity and dementia in care homes.Areas of agreement: Fluid intake is too low in care home residents, and no single hydration intervention is effective in addressing the complex problems that older residents present.Areas of controversy: There is a lack of consensus about how much fluid an older person should consume daily for optimum health. There is also lack of agreement about what interventions are effective in supporting individuals with complex physical and cognitive problems to achieve daily fluid intake targets.Growing points: To improve hydration care for residents, care home teams should be competent in the delivery of hydration care, and work closely with integrated multi-professional healthcare specialists to provide proactive case management.Areas timely for developing research: There is a need for understanding of what hydration practices and processes are effective for care home residents and including these in multi-component interventions.									1	0	0	0	0	0	1			0007-1420	1471-8391		WOS:000509507600007	31556943	
J	Ludwig, Catherine; Busnel, Catherine				; Ludwig, Catherine/AAC-9273-2019	Busnel, Catherine/0000-0002-0165-022X; Ludwig, Catherine/0000-0003-4634-2092			Protocol of a case-control longitudinal study (fraXity) assessing frailty and complexity among Swiss home service recipients using interRAI-HC assessments								BMC GERIATRICS				19	1					207	10.1186/s12877-019-1230-z				AUG 5 2019	2019	Background The early screening of frail individuals and of patients with complex care needs are challenges that countries witnessing population aging face. Homecare nurses are actors of choice in meeting these challenges, yet they need means of identifying frail and complex patients in their routine practice. The fraXity study's aim is to fill this gap by (1) proposing frailty and complexity computation algorithms derived from the interRAI-HC; (2) assessing the predictive validity of the proposed indices with respect to adverse health outcomes; and (3) identifying subgroups of the aged population for whom the early screening of frailty and complexity appears to be most relevant. Methods The study will rely on a prospective observational case-control longitudinal study. Three samples of individuals aged 65 or older living in the community will be considered: recipients of formal home care (case 1), of formal home assistance (case 2) and individuals free of formal home services (controls). All participants will receive interRAI-HC assessments at three measurement occasions, separated by six-month intervals. Baseline assessments will serve to derive frailty and complexity scores. Follow-ups will serve to assess the predictive validity of the proposed indices and to estimate the intra-individual change in frailty and complexity. Group comparisons will serve to identify subgroups of the population for whom the screening of frailty and complexity appears to be the most relevant. Discussion The expected results of the fraXity study are a) reliable computation algorithms for frailty and complexity scores derived from the interRAI-HC and b) clinical assessment protocols for use by homecare nurses. These outcomes should contribute to outfitting key actors of the health system with means of enhancing their part in a collective endeavor targeting the best care and quality of life for aged citizens.									3	0	0	0	0	0	3				1471-2318		WOS:000479243100003	31382880	
J	Piau, Antoine; Crissey, Rachel; Brechemier, Delphine; Balardy, Laurent; Nourhashemi, Fati								A smartphone Chatbot application to optimize monitoring of older patients with cancer								INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS				128				18	23		10.1016/j.ijmedinf.2019.05.013				AUG 2019	2019	Background: Almost two thirds of patients diagnosed with cancer are age 65 years or older. In order to follow up on older patients with cancer receiving chemotherapy at home, we implemented remote phone monitoring conducted by skilled oncology nurses. However, given the rising number of patients assessed and the limited time that hospital professionals can spend on their patients after discharge, we needed to modernize this program. In this paper we present the preliminary results and the ongoing evaluation.Method: We implemented a semi-automated messaging application to upgrade the current follow-up procedures. The primary aim is to collect patient's key data over time and to free up nurses' time so that during phone calls they can focus on education and support. The Chatbot feasibility was assessed in a sub-sample of unselected patients before its wider dissemination and pragmatic evaluation.Main results: During the first deployment period, 9 unselected patients benefited from the Chatbot (mean 83 y.o.) with a total of 52 completed remote evaluations. Each participant answered 6 questionnaires over 7 weeks with an 86% compliance rate. The average completion time for the questionnaires was 3.5 min and the answer rate was 100%. The 'free text' field was used in 58% of the questionnaires. The Chatbot solution is currently proposed to all eligible patients thanks to the regional cancer network support. We are measuring acceptability, health outcomes and health network impact.Discussion and conclusion: The results of this first phase are encouraging. The integration of the solution into the health care organization was feasible and acceptable. Moreover, the answers revealed serious health (e.g. fever) or adherence (e.g. blood test) issues that require timely interventions. The major strength of this solution is to rely on end-users' current knowledge of technologies (text-messaging), which allows a seamless integration into a complex clinical network.									10	0	0	0	1	0	10			1386-5056	1872-8243		WOS:000469815100003	31160007	
J	Lyndon, Helen; Latour, Jos M.; Marsden, Jonathan; Campbell, Sarah; Stevens, Kara; Kent, Bridie				Latour, Jos M/ABE-9521-2020	Latour, Jos M/0000-0002-8087-6461; Kent, Bridie/0000-0001-9550-1913; Lyndon, Helen/0000-0003-4952-0114; Stevens, Kara/0000-0003-4898-1795			The holistic assessment and care planning in partnership intervention study (HAPPI): A protocol for a feasibility, cluster randomized controlled trial								JOURNAL OF ADVANCED NURSING				75	11			3078	3087		10.1111/jan.14106		JUL 2019		NOV 2019	2019	Aim During an initial phase of this research, an e-Delphi survey was conducted to gain consensus among stakeholders on the components of a nurse-led assessment and care planning intervention for older people who live with frailty in primary care. This feasibility randomized controlled trial (fRCT) will test the proposed intervention and its implementation and determine methods for the design of a conclusive randomized controlled trial. Methods The fRCT, with embedded qualitative study, aims to recruit 60 participants. Moderately and severely frail older people will be identified using the electronic frailty index (eFI) and the intervention will be delivered by senior community nurses. The control participants will receive usual primary care for frailty. The study is funded by the National Institute of Health Research (NIHR; funding granted in May 2016, ref: ICA-CDRF-2016-02-018) and received NHS and University Research Ethics Committee approval in 2018. Discussion There is evidence that the delivery of complex interventions for community-dwelling older people can reduce care home and hospital admissions and falls, there is less evidence for the benefit of any specific type or intensity of intervention or the additional benefits of targeting the frail population. This trial will determine feasibility of the intervention, define recruitment and retention parameters and trial logistics, and decide outcome measures. Impact This study aims to address the limitations of current research by using a systematic method of frailty diagnosis and participant identification, trialling implementation of a person-centred intervention, and testing of feasibility parameters. Trial registration number: ISRCTN: 74345449.									0	0	0	0	0	0	0			0309-2402	1365-2648		WOS:000479606600001	31222778	
J	Bokberg, Christina; Behm, Lina; Ahlstrom, Gerd				Bokberg, Christina/AAM-2430-2020	Bokberg, Christina/0000-0002-0821-1959; Ahlstrom, Gerd/0000-0001-6230-7583			Quality of life of older persons in nursing homes after the implementation of a knowledge-based palliative care intervention								INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING				14	4					e12258	10.1111/opn.12258		JUL 2019		DEC 2019	2019	Background The goals of palliative care are to relieve suffering and promote quality of life. Palliative care for older persons has been less prioritised than palliative care for younger people with cancer, which may lead to unnecessary suffering and decreased quality of life at the final stage of life. Aim To evaluate whether a palliative care intervention had any influence on the perceived quality of life of older persons (>= 65 years). Methods This study was conducted as a complex intervention performed with an experimental crossover design. The intervention was implemented in 20 nursing homes, with a six-month intervention period in each nursing home. Twenty-three older persons (>= 65 years) in the intervention group and 29 in the control group were interviewed using the WHOQOL-BREF and WHOQOL-OLD questionnaires at both baseline and follow-up. The collected data were analysed using the Wilcoxon signed-rank test to compare paired data between baseline and follow-up. Results In the intervention group, no statistically significant increases in quality of life were found. This result contrasted with the control group, which revealed statistically significant declines in quality of life at both the dimension and item levels. Accordingly, this study showed a trend of decreased health after nine months in both the intervention and control groups. Conclusion It is reasonable to believe that quality of life decreases with age as part of the natural course of the ageing process. However, it seems that the palliative care approach of the intervention prevented unnecessary quality of life decline by supporting sensory abilities, autonomy and social participation among older persons in nursing homes. From the ageing perspective, it may not be realistic to strive for an increased quality of life in older people living in nursing homes; maybe the goal should be to delay or prevent reduced quality of life. Based on this perspective, the intervention prevented decline in quality of life in nursing home residents. Implications for practice The high number of deaths shows the importance to identify palliative care needs in older persons at an early stage to prevent or delay deterioration of quality of life.									3	0	0	0	0	0	3			1748-3735	1748-3743		WOS:000475177700001	31298499	
J	Bethea, Audis; Samanta, Damayanti; White, Teresa; Payne, Nancy; Hardway, Jessica								Nurse Practitioners' Role in Improving Service for Elderly Trauma Patients								JOURNAL OF TRAUMA NURSING				26	4			174	179		10.1097/JTN.0000000000000445				JUL-AUG 2019	2019	Preexisting conditions and decreased physiological reserve in the elderly frequently complicate the provision of health care in this population. A Level 1 trauma center expanded its nurse practitioner (NP) model to facilitate admission of low-acuity patients, including the elderly, to trauma services. This model enabled NPs to initiate admissions and coordinate day-to-day care for low-acuity patients under the supervision of a trauma attending. The complexity of elderly trauma care and the need to evaluate the efficacy of management provided by NPs led to the development of the current study. Accordingly, this study endeavored to compare outcomes in elderly patients whose care was coordinated by trauma NP (TNP) versus nontrauma NP (NTNP) services. Patients under the care of TNPs had a 1.22-day shorter duration of hospitalization compared with that of the NTNP cohort 4.38 +/- 3.54 vs. 5.60 +/- 3.98, p = .048). Decreased length of stay in the TNP cohort resulted in an average decrease in hospital charges of $13,000 per admission ($38,053 +/- $29,640.76 vs. $51,317.79 +/- $34,756.83, p = .016). A significantly higher percentage of patients admitted to the TNP service were discharged home (67.1% vs. 36.0%, p = .002), and a significantly lower percentage of patients were discharged to skilled nursing facilities (25.7% vs. 51.9%, p = .040). These clinical and economic outcomes have proven beneficial in substantiating the care provided by TNPs at the study institution. Future research will focus on examining the association of positive outcomes with specific care elements routinely performed by the TNPs in the current practice model.									2	0	0	0	0	0	2			1078-7496	1932-3883		WOS:000480716300003	31283744	
J	Pulst, Alexandra; Fassmer, Alexander Maximilian; Schmiemann, Guido				Pulst, Alexandra/AAJ-6808-2021; Schmiemann, Guido/AAP-7098-2020	Pulst, Alexandra/0000-0002-7997-6668; Schmiemann, Guido/0000-0002-2846-6561			Experiences and involvement of family members in transfer decisions from nursing home to hospital: a systematic review of qualitative research								BMC GERIATRICS				19						155	10.1186/s12877-019-1170-7				JUN 4 2019	2019	BackgroundNursing home residents (NHR) are characterized by increasing frailty, multimorbidity and care dependency. These conditions result in frequent hospital transfers which can lead to negative effects on residents' health status and are often avoidable. Reasons for emergency department (ED) visits or hospital admissions are complex. Prior research indicated factors influencing transfer decisions in view of nursing staff and general practitioners. The aim of this systematic review is to explore how family members experience and influence transfers from nursing home (NH) to hospital and how they are involved in the transfer decision.MethodsA systematic literature search was performed in Medline via PubMed, Ebsco Scopus and CINAHL in May 2018. Studies were eligible if they contained information a) about the decision to transfer NHR to hospital and b) the experiences or influence of family members. The review followed Joanna Briggs Institute's (JBI) approach for qualitative systematic reviews. Screening, selection and quality appraisal of studies were performed independently by two reviewers. Synthesis of qualitative data was conducted through meta-aggregation.ResultsAfter screening of n=2863 articles, in total n=10 qualitative studies were included in the review. Results indicate that family members of NHR experience decision-making before hospitalization differently. They mainly reported NH-related, hospital-related, and family/resident-related factors influencing the transfer decision. The involvement of family members in the decision-making process varies - from no involvement to insistence on a decision in favor of their personal preferences. However, hospital transfer decisions and other treatment decisions (e.g. advance care planning (ACP) discussions) were commonly discussed with physicians and nurses. Conflicts between family members and healthcare providers mostly arose around the interpretation of resident's best interest. In general, family members perceive discussions as challenging thus leading to emotional stress and discomfort.ConclusionThe influence of NHR family members concerning hospital transfer decisions varies. Family members are an important link for communication between resident and medical staff and for communication between NH and hospital. Interventions aiming to reduce hospitalization rates have to take these findings into account.									8	0	0	0	1	0	8				1471-2318		WOS:000470286200001	31164101	
J	Hedman, Karl					Hedman, Karl/0000-0001-7481-7302			Strengths and support of older people affected by precarity in South Louisiana								INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING				14	2					e12232	10.1111/opn.12232				JUN 2019	2019	BackgroundFew empirical studies have examined strengths and support of older people in circumstances of precarity. A better understanding of this problem has the potential to contribute to the development of care planning and delivery.PurposeTo investigate how older people deal with episodes of precarity in South Louisiana.MethodMore than 300hr of participant observation and interviews were conducted with 20 predominantly older African American women in a housing complex for low-income older persons and two senior citizen centres.ResultsThe findings demonstrate five central negative conditions of precarity that older people had to manage: (a) loss and discontinuity of home-based healthcare services, (b) stress after loss or disruption of social support, (c) problems of poverty, (d) cognitive impairment and declining health and (e) stress of eviction. Strengths and support that older people used were as follows: (a) spiritual faith, (b) psychological strengths, (c) spiritual relationships, (d) family support, (e) friendships of love and friendships of helpfulness, (f) care and support performed by home-based services, (g) senior centre and housing complex activities, (h) church memberships and activities, and (i) grocery store and cafe contacts.ConclusionHome-based services were not sufficient to prevent and reduce precarity for older people because of a lack of and discontinuities in these services.Implications for practiceThis study adds to the literature about precarity among community-based older people by demonstrating gaps in care support and medication access. The findings suggest that ongoing state funding and support by home-based services are necessary to support frail older people in precarious living conditions to survive and handle stressful life events by reducing vulnerability and enhancing strengths and supportive resources of older people.									0	0	0	0	0	0	0			1748-3735	1748-3743		WOS:000474861100009	30861633	
J	Harris, Jolie								Geriatric Trends Facing Nursing with the Growing Aging								CRITICAL CARE NURSING CLINICS OF NORTH AMERICA				31	2	SI		211	+		10.1016/j.cnc.2019.02.007				JUN 2019	2019	This article expands on the Gerontological Society of America leaders' work to explore challenges facing healthcare providers in preparing for an aging population. Traditional medicine and models of care may no longer meet complex patient needs. Older patients present with multifaceted issues while living longer with chronic health conditions. The changing environment requires a cross-disciplinary perspective. Changes in reimbursement are in the early stages of implementation and will be used to evaluate measurable outcomes. Preparing to care for this population can only occur with enough health professionals and expanded use of advance practice nurses. Health improvement is economically advantageous.									1	0	0	0	0	0	1			0899-5885	1558-3481		WOS:000466487600009	31047094	
J	Boyd, Michal; Frey, Rosemary; Balmer, Deborah; Robinson, Jackie; McLeod, Heather; Foster, Susan; Slark, Julia; Gott, Merryn				Frey, Rosemary/AAR-5369-2021; McLeod, Heather D/O-7119-2016	Frey, Rosemary/0000-0002-8758-5675; McLeod, Heather D/0000-0002-6833-0079; Robinson, Jackie/0000-0002-9678-2005			End of life care for long-term care residents with dementia, chronic illness and cancer: prospective staff survey								BMC GERIATRICS				19						137	10.1186/s12877-019-1159-2				MAY 22 2019	2019	Background Little is known about the quality of end of life care in long-term care (LTC) for residents with different diagnostic trajectories. The aim of this study was to compare symptoms before death in LTC for those with cancer, dementia or chronic illness.Methods After-death prospective staff survey of resident deaths with random cluster sampling in 61 representative LTC facilities across New Zealand (3709 beds). Deaths (n = 286) were studied over 3 months in each facility. Standardised questionnaires - Symptom Management (SM-EOLD) and Comfort Assessment in End of life with Dementia (CAD-EOLD) - were administered to staff after the resident's death.Results Primary diagnoses at the time of death were dementia (49%), chronic illness (30%), cancer (17%), and dementia and cancer (4%). Residents with cancer had more community hospice involvement (30%) than those with chronic illness (12%) or dementia (5%). There was no difference in mean SM-EOLD in the last month of life by diagnosis (cancer 26.9 (8.6), dementia 26.5(8.2), chronic illness 26.9(8.6). Planned contrast analyses of individual items found people with dementia had more pain and those with cancer had less anxiety. There was no difference in mean CAD-EOLD scores in the week before death by diagnosis (total sample 33.7(SD 5.2), dementia 34.4(SD 5.2), chronic illness 33.0(SD 5.1), cancer 33.3(5.1)). Planned contrast analyses showed significantly more physical symptoms for those with dementia and chronic illness in the last month of life than those with cancer.Conclusions Overall, symptoms in the last week and month of life did not vary by diagnosis. However, sub-group planned contrast analyses found those with dementia and chronic illness experienced more physical distress during the last weeks and months of life than those with cancer. These results highlight the complex nature of LTC end of life care that requires an integrated gerontology/palliative care approach.									6	0	0	0	0	0	6				1471-2318		WOS:000468783100001	31117991	
J	Slatyer, Susan; Aoun, Samar M.; Hill, Keith D.; Walsh, Debbie; Whitty, Dee; Toye, Christine				Slatyer, Susan/ABF-4019-2020; Toye, Christine/I-4288-2012; Hill, Keith/L-6398-2017; Slatyer, Susan/L-9180-2017	Toye, Christine/0000-0003-4932-0016; Hill, Keith/0000-0002-2191-0308; Slatyer, Susan/0000-0003-2345-2862			Caregivers' experiences of a home support program after the hospital discharge of an older family member: a qualitative analysis								BMC HEALTH SERVICES RESEARCH				19						220	10.1186/s12913-019-4042-0				APR 11 2019	2019	Background: The ageing global population has seen increasing numbers of older people living with chronic health problems, declining function, and frailty. As older people seek to live out their years at home, family members, friends and neighbours (informal caregivers) are increasingly relied upon for support. Moreover, pressured health systems and shorter hospital length of stay mean that informal caregivers can find themselves supporting the older person who is still unwell after discharge. The Further Enabling Care at Home (FECH) program was developed as a nursing outreach intervention designed to systematically address support needs of family caregivers of older people after hospital discharge to sustain their home-based caregiving. The objective of this study was to explore the experiences of informal caregivers who participated in the FECH program after an older family member's discharge from hospital.Methods: The study employed a qualitative descriptive design. Caregivers of older people discharged home from a Medical Assessment Unit in an Australian hospital who were included in the program were interviewed to explore their experiences and perceptions of the FECH program. Data were audio-recorded, transcribed, and subjected to thematic analysis.Results: Twenty-one family caregivers (81% female, aged 25-89years) participated in the interviews. Themes emerging were The experience of caregiving'; 'The experience of receiving FECH program support'; and 'Caregivers' suggestions for improvement'. Caregivers indicated that reflective discussions with the FECH nurse enabled them to recognise the complexity of the caregiving role and determine aspects where they needed support. Caregivers valued guidance from the FECH nurse in accessing information and resources, which helped them to feel more connected to support, more prepared to care for the older person and themselves, and more secure in the caregiving role.Conclusions: Caregivers' experiences indicated that the structured reflective FECH discussions prompted thought and provided guidance in navigating health and care systems. The FECH program appears to offer a means to address the practical, physical and psychosocial needs of informal caregivers as partners in person-centred health and social care.									3	0	0	0	0	1	4			1472-6963			WOS:000464839800001	30971236	
